phase,A1_actionId,C_actionId,n_context,A1_spinId,C_spinId,EV,count,train_winrate,usage_rate
front3,16,8,57,1,1,0.34922939920588436,1,0.0,0.017543859649122806
front3,16,10,57,1,2,0.4052796118011105,1,0.0,0.017543859649122806
front3,16,13,57,1,0,0.0015854348971072938,1,0.0,0.017543859649122806
front3,16,13,57,1,1,0.3981486153187444,7,0.5714285714285714,0.12280701754385964
front3,16,13,57,1,3,0.37785142759405266,2,0.5,0.03508771929824561
front3,16,1,246,2,0,0.001336490460643254,1,0.0,0.0040650406504065045
front3,16,1,246,2,1,0.5097134197018116,100,0.5,0.4065040650406504
front3,16,1,246,2,2,0.42431762367461134,1,0.0,0.0040650406504065045
front3,16,2,246,2,1,0.48335692041199985,26,0.5,0.10569105691056911
front3,16,2,246,2,3,0.37312369465836565,1,1.0,0.0040650406504065045
front3,16,3,246,2,1,0.537126763079603,2,0.5,0.008130081300813009
front3,16,4,246,2,1,0.5140602773671559,2,0.5,0.008130081300813009
front3,16,4,246,2,2,0.5052506830218376,1,0.0,0.0040650406504065045
front3,16,4,246,2,4,0.5820590271809695,1,0.0,0.0040650406504065045
front3,16,5,246,2,1,0.49578622967407404,5,0.2,0.02032520325203252
front3,16,5,246,2,3,0.46896319029187655,1,1.0,0.0040650406504065045
front3,16,6,246,2,1,0.5318963522034527,4,0.75,0.016260162601626018
front3,16,6,246,2,3,0.5345108416510066,5,0.4,0.02032520325203252
front3,16,7,246,2,1,0.5128117571556426,8,0.875,0.032520325203252036
front3,16,7,246,2,3,0.5042528622162481,4,0.75,0.016260162601626018
front3,16,8,246,2,1,0.41725956722945784,2,0.0,0.008130081300813009
front3,16,9,246,2,2,0.4858181604771725,1,0.0,0.0040650406504065045
front3,16,10,246,2,0,0.0011730575520691535,1,0.0,0.0040650406504065045
front3,16,10,246,2,2,0.43512600609655544,41,0.4634146341463415,0.16666666666666666
front3,16,11,246,2,2,0.4746244414873007,21,0.42857142857142855,0.08536585365853659
front3,16,11,246,2,3,0.4215745513226889,2,0.0,0.008130081300813009
front3,16,12,246,2,0,0.001492109608124746,1,0.0,0.0040650406504065045
front3,16,13,246,2,1,0.3807026753239427,3,0.0,0.012195121951219513
front3,16,13,246,2,3,0.35427061145041355,10,0.4,0.04065040650406504
front3,16,13,246,2,4,0.7227759005489021,1,1.0,0.0040650406504065045
front3,16,14,246,2,2,0.2542160787992695,1,0.0,0.0040650406504065045
front3,16,1,171,3,1,0.5364616892835165,69,0.5072463768115942,0.40350877192982454
front3,16,2,171,3,1,0.5102343974905865,6,0.3333333333333333,0.03508771929824561
front3,16,3,171,3,1,0.5576344978759904,1,0.0,0.005847953216374269
front3,16,3,171,3,3,0.562362837770401,7,0.2857142857142857,0.04093567251461988
front3,16,4,171,3,1,0.538845935968552,1,1.0,0.005847953216374269
front3,16,5,171,3,0,0.001462520929252004,1,0.0,0.005847953216374269
front3,16,5,171,3,1,0.5230794096878478,15,0.4,0.08771929824561403
front3,16,5,171,3,3,0.502743301353967,3,0.3333333333333333,0.017543859649122806
front3,16,6,171,3,1,0.5569715204829905,17,0.5294117647058824,0.09941520467836257
front3,16,6,171,3,2,0.5607148837770275,2,1.0,0.011695906432748537
front3,16,6,171,3,3,0.5641461242422193,4,0.75,0.023391812865497075
front3,16,6,171,3,4,0.6784589686120139,1,1.0,0.005847953216374269
front3,16,7,171,3,1,0.5195176802364289,6,0.5,0.03508771929824561
front3,16,7,171,3,3,0.5144048858900585,1,1.0,0.005847953216374269
front3,16,8,171,3,4,0.6141015346792302,1,0.0,0.005847953216374269
front3,16,9,171,3,2,0.5007739044201004,2,1.0,0.011695906432748537
front3,16,10,171,3,2,0.44480521594379674,11,0.5454545454545454,0.06432748538011696
front3,16,10,171,3,3,0.392194512454561,3,0.0,0.017543859649122806
front3,16,10,171,3,4,0.6049710308009849,1,1.0,0.005847953216374269
front3,16,11,171,3,1,0.46058957395812083,1,0.0,0.005847953216374269
front3,16,11,171,3,2,0.48314736420663784,2,0.0,0.011695906432748537
front3,16,11,171,3,3,0.42446121098888145,1,1.0,0.005847953216374269
front3,16,12,171,3,2,0.515209956748789,1,0.0,0.005847953216374269
front3,16,12,171,3,5,0.6216355232330625,1,1.0,0.005847953216374269
front3,16,13,171,3,0,0.001417701436501335,1,0.0,0.005847953216374269
front3,16,13,171,3,1,0.3774571405167987,3,0.6666666666666666,0.017543859649122806
front3,16,13,171,3,3,0.35341529211514927,9,0.4444444444444444,0.05263157894736842
front3,16,1,388,4,1,0.5170927853768116,101,0.5643564356435643,0.2603092783505155
front3,16,1,388,4,2,0.44736763646895444,1,0.0,0.002577319587628866
front3,16,2,388,4,1,0.507660925403772,36,0.4722222222222222,0.09278350515463918
front3,16,3,388,4,1,0.5547006534121088,24,0.7083333333333334,0.061855670103092786
front3,16,3,388,4,2,0.5604895954522008,3,1.0,0.007731958762886598
front3,16,3,388,4,3,0.5559560368559509,9,0.6666666666666666,0.023195876288659795
front3,16,4,388,4,1,0.5227117934285623,2,0.5,0.005154639175257732
front3,16,4,388,4,4,0.5946235473326725,1,1.0,0.002577319587628866
front3,16,5,388,4,1,0.4986897303040223,32,0.46875,0.08247422680412371
front3,16,5,388,4,3,0.4734200300859761,8,0.5,0.020618556701030927
front3,16,6,388,4,1,0.5073447419545202,75,0.37333333333333335,0.19329896907216496
front3,16,6,388,4,2,0.5109059336192362,2,0.5,0.005154639175257732
front3,16,6,388,4,3,0.5087588665046044,16,0.375,0.041237113402061855
front3,16,7,388,4,1,0.4659301034770416,3,1.0,0.007731958762886598
front3,16,7,388,4,2,0.47459100457837217,1,1.0,0.002577319587628866
front3,16,8,388,4,3,0.36328161036626183,2,0.5,0.005154639175257732
front3,16,9,388,4,2,0.46533764362143964,1,1.0,0.002577319587628866
front3,16,10,388,4,2,0.40952796206482356,19,0.47368421052631576,0.04896907216494845
front3,16,10,388,4,3,0.35237484617142406,2,0.5,0.005154639175257732
front3,16,11,388,4,2,0.4505991854855531,7,0.7142857142857143,0.01804123711340206
front3,16,11,388,4,3,0.37847968889947986,1,0.0,0.002577319587628866
front3,16,12,388,4,2,0.4791146195181911,1,0.0,0.002577319587628866
front3,16,13,388,4,0,0.0013165206931421032,1,0.0,0.002577319587628866
front3,16,13,388,4,1,0.3583916540041195,24,0.2916666666666667,0.061855670103092786
front3,16,13,388,4,3,0.31835303053127617,16,0.3125,0.041237113402061855
front3,16,1,641,5,0,0.0012415055749149724,5,0.0,0.0078003120124804995
front3,16,1,641,5,1,0.47395839830515424,262,0.4732824427480916,0.40873634945397813
front3,16,1,641,5,3,0.4678879811537139,1,1.0,0.0015600624024961
front3,16,2,641,5,0,0.0012361614214458781,2,0.0,0.0031201248049922
front3,16,2,641,5,1,0.4659992017139832,36,0.4444444444444444,0.056162246489859596
front3,16,3,641,5,1,0.5138495943573719,2,0.5,0.0031201248049922
front3,16,3,641,5,2,0.5301865576246905,3,0.3333333333333333,0.0046801872074883
front3,16,3,641,5,3,0.5652566479929529,3,0.6666666666666666,0.0046801872074883
front3,16,4,641,5,1,0.4888129629935273,6,0.5,0.0093603744149766
front3,16,4,641,5,4,0.6302986207898549,2,0.5,0.0031201248049922
front3,16,5,641,5,0,0.0012929832746216524,1,0.0,0.0015600624024961
front3,16,5,641,5,1,0.47282752796606936,34,0.38235294117647056,0.0530421216848674
front3,16,5,641,5,2,0.47166119894718467,2,0.5,0.0031201248049922
front3,16,5,641,5,3,0.4988757029015931,2,0.5,0.0031201248049922
front3,16,6,641,5,1,0.4790171456324952,33,0.48484848484848486,0.0514820592823713
front3,16,6,641,5,2,0.4928441066446809,2,1.0,0.0031201248049922
front3,16,6,641,5,3,0.5355113327493762,21,0.42857142857142855,0.0327613104524181
front3,16,7,641,5,1,0.4445308957222355,30,0.4,0.046801872074883
front3,16,7,641,5,2,0.46275230431774067,1,0.0,0.0015600624024961
front3,16,7,641,5,3,0.4756688431016288,13,0.6153846153846154,0.0202808112324493
front3,16,8,641,5,1,0.3690005155973202,1,0.0,0.0015600624024961
front3,16,8,641,5,3,0.393952017846887,1,0.0,0.0015600624024961
front3,16,8,641,5,4,0.6103511371470223,1,1.0,0.0015600624024961
front3,16,9,641,5,1,0.4225660246028098,2,0.5,0.0031201248049922
front3,16,9,641,5,2,0.4447865357237356,1,1.0,0.0015600624024961
front3,16,9,641,5,4,0.6308581072514405,1,1.0,0.0015600624024961
front3,16,9,641,5,5,0.5948444327133643,3,0.3333333333333333,0.0046801872074883
front3,16,10,641,5,0,0.0010840728568643075,1,0.0,0.0015600624024961
front3,16,10,641,5,2,0.4111089196796694,74,0.47297297297297297,0.11544461778471139
front3,16,10,641,5,3,0.3633915006205654,5,0.6,0.0078003120124804995
front3,16,10,641,5,4,0.5884410059422364,2,1.0,0.0031201248049922
front3,16,10,641,5,5,0.5413377756654173,1,1.0,0.0015600624024961
front3,16,11,641,5,2,0.44399373647202506,26,0.4230769230769231,0.0405616224648986
front3,16,11,641,5,3,0.38183794087830114,3,0.6666666666666666,0.0046801872074883
front3,16,12,641,5,2,0.49541739711083926,5,0.4,0.0078003120124804995
front3,16,13,641,5,0,0.001372069952849443,1,0.0,0.0015600624024961
front3,16,13,641,5,1,0.36693043822682164,26,0.3076923076923077,0.0405616224648986
front3,16,13,641,5,3,0.3505859560580855,25,0.28,0.0390015600624025
front3,16,14,641,5,1,0.26636038208381513,1,0.0,0.0015600624024961
front3,17,2,6,1,1,0.5774553709656198,1,0.0,0.16666666666666666
front3,17,3,6,1,3,0.6701268931323536,1,1.0,0.16666666666666666
front3,17,10,6,1,2,0.45843495228803727,1,0.0,0.16666666666666666
front3,17,13,6,1,1,0.4370911823474298,2,0.0,0.3333333333333333
front3,17,13,6,1,3,0.42545594317545343,1,1.0,0.16666666666666666
front3,17,1,54,2,1,0.5951114895179017,22,0.6818181818181818,0.4074074074074074
front3,17,1,54,2,4,0.6701094813759041,2,0.5,0.037037037037037035
front3,17,2,54,2,1,0.5625799781212928,1,1.0,0.018518518518518517
front3,17,3,54,2,1,0.5839448432832776,1,0.0,0.018518518518518517
front3,17,3,54,2,3,0.617921939364774,1,1.0,0.018518518518518517
front3,17,4,54,2,1,0.5938663700650816,2,1.0,0.037037037037037035
front3,17,5,54,2,1,0.5884613594535983,5,0.6,0.09259259259259259
front3,17,5,54,2,3,0.570744526552012,1,1.0,0.018518518518518517
front3,17,7,54,2,1,0.600566411055199,3,1.0,0.05555555555555555
front3,17,8,54,2,3,0.4795873704408543,1,0.0,0.018518518518518517
front3,17,10,54,2,2,0.527896127042125,11,0.45454545454545453,0.2037037037037037
front3,17,10,54,2,5,0.5580739703615133,2,0.5,0.037037037037037035
front3,17,11,54,2,2,0.5567273237718225,1,0.0,0.018518518518518517
front3,17,13,54,2,1,0.42573971790721465,1,0.0,0.018518518518518517
front3,17,1,28,3,1,0.6084227184020429,15,0.6,0.5357142857142857
front3,17,3,28,3,3,0.6478662441390314,1,0.0,0.03571428571428571
front3,17,5,28,3,1,0.6000469898872796,3,0.3333333333333333,0.10714285714285714
front3,17,5,28,3,3,0.5946958135155106,1,1.0,0.03571428571428571
front3,17,6,28,3,3,0.6356690228067448,3,0.6666666666666666,0.10714285714285714
front3,17,8,28,3,1,0.48616906792672554,1,1.0,0.03571428571428571
front3,17,10,28,3,2,0.5257611696226542,2,1.0,0.07142857142857142
front3,17,11,28,3,3,0.5105659444975477,1,1.0,0.03571428571428571
front3,17,12,28,3,2,0.5990242520825001,1,1.0,0.03571428571428571
front3,17,1,131,4,1,0.5350735333361172,55,0.5454545454545454,0.4198473282442748
front3,17,1,131,4,3,0.46212976387463967,1,0.0,0.007633587786259542
front3,17,2,131,4,1,0.5223785650952695,8,0.75,0.061068702290076333
front3,17,3,131,4,1,0.5350433853695543,2,0.0,0.015267175572519083
front3,17,3,131,4,3,0.5769118997203382,4,0.5,0.030534351145038167
front3,17,5,131,4,1,0.5274767460906902,12,0.4166666666666667,0.0916030534351145
front3,17,5,131,4,3,0.5209804044172439,1,1.0,0.007633587786259542
front3,17,6,131,4,1,0.5401422713360672,18,0.6666666666666666,0.13740458015267176
front3,17,6,131,4,2,0.5563503225384242,5,0.8,0.03816793893129771
front3,17,6,131,4,3,0.5408015096953421,8,0.375,0.061068702290076333
front3,17,7,131,4,1,0.500939756680098,1,1.0,0.007633587786259542
front3,17,10,131,4,2,0.4433475712702932,4,0.75,0.030534351145038167
front3,17,11,131,4,2,0.4795871840803411,2,0.5,0.015267175572519083
front3,17,11,131,4,3,0.41039380805865294,1,1.0,0.007633587786259542
front3,17,13,131,4,1,0.36528047269976766,5,0.2,0.03816793893129771
front3,17,13,131,4,3,0.3356333566996399,4,0.0,0.030534351145038167
front3,17,1,264,5,1,0.4753020691841237,123,0.4959349593495935,0.4659090909090909
front3,17,1,264,5,2,0.43437771148168336,1,1.0,0.003787878787878788
front3,17,2,264,5,1,0.4646254104147489,10,0.4,0.03787878787878788
front3,17,3,264,5,1,0.4773539736225957,2,0.0,0.007575757575757576
front3,17,3,264,5,3,0.5618853739398622,6,0.8333333333333334,0.022727272727272728
front3,17,4,264,5,1,0.4811159471543985,3,0.3333333333333333,0.011363636363636364
front3,17,4,264,5,4,0.6350515721999797,1,1.0,0.003787878787878788
front3,17,5,264,5,1,0.4820392972871635,8,0.375,0.030303030303030304
front3,17,5,264,5,2,0.49836246170546344,1,0.0,0.003787878787878788
front3,17,5,264,5,3,0.5191363558557728,1,0.0,0.003787878787878788
front3,17,6,264,5,1,0.4913816070106927,15,0.3333333333333333,0.056818181818181816
front3,17,6,264,5,2,0.5183269373591783,3,0.3333333333333333,0.011363636363636364
front3,17,6,264,5,3,0.5394579767898336,7,0.42857142857142855,0.026515151515151516
front3,17,7,264,5,3,0.48070977564088674,1,1.0,0.003787878787878788
front3,17,8,264,5,1,0.37739473058106454,1,1.0,0.003787878787878788
front3,17,8,264,5,3,0.3944859636275576,1,0.0,0.003787878787878788
front3,17,9,264,5,2,0.4481310446731953,2,0.0,0.007575757575757576
front3,17,10,264,5,1,0.3878898223253115,1,1.0,0.003787878787878788
front3,17,10,264,5,2,0.4192961198738117,38,0.3684210526315789,0.14393939393939395
front3,17,10,264,5,5,0.5126959759252688,3,0.3333333333333333,0.011363636363636364
front3,17,11,264,5,2,0.45728427363401036,16,0.5625,0.06060606060606061
front3,17,11,264,5,3,0.39841442676407407,1,0.0,0.003787878787878788
front3,17,12,264,5,2,0.5101630407362882,2,0.0,0.007575757575757576
front3,17,13,264,5,0,0.001644001482495824,1,0.0,0.003787878787878788
front3,17,13,264,5,1,0.3940571950899274,8,0.375,0.030303030303030304
front3,17,13,264,5,2,0.4329284185310502,1,1.0,0.003787878787878788
front3,17,13,264,5,3,0.40540984518674944,6,0.6666666666666666,0.022727272727272728
front3,17,14,264,5,3,0.3347656006641954,1,1.0,0.003787878787878788
front3,18,13,1,1,1,0.2873583839837237,1,0.0,1.0
front3,18,1,15,2,1,0.5669959794341892,6,0.5,0.4
front3,18,3,15,2,2,0.6282402694325832,1,1.0,0.06666666666666667
front3,18,8,15,2,3,0.4871523396068957,1,0.0,0.06666666666666667
front3,18,9,15,2,2,0.6257734387824413,1,1.0,0.06666666666666667
front3,18,10,15,2,1,0.5791182584900102,1,1.0,0.06666666666666667
front3,18,10,15,2,2,0.596648172811461,2,0.5,0.13333333333333333
front3,18,10,15,2,3,0.49505870416953984,1,0.0,0.06666666666666667
front3,18,12,15,2,2,0.6239231375157187,2,1.0,0.13333333333333333
front3,18,1,2,3,1,0.5945140819814345,1,1.0,0.5
front3,18,10,2,3,2,0.5978819854174033,1,1.0,0.5
front3,18,1,49,4,1,0.48053029615648574,10,0.5,0.20408163265306123
front3,18,2,49,4,1,0.49900559809308837,2,0.0,0.04081632653061224
front3,18,3,49,4,2,0.5576068886954247,3,0.3333333333333333,0.061224489795918366
front3,18,3,49,4,3,0.5627152291649545,1,1.0,0.02040816326530612
front3,18,5,49,4,1,0.5110470714268376,1,1.0,0.02040816326530612
front3,18,5,49,4,2,0.5043202476693253,1,1.0,0.02040816326530612
front3,18,5,49,4,3,0.487661529289389,4,0.5,0.08163265306122448
front3,18,6,49,4,1,0.5112595530826929,6,0.5,0.12244897959183673
front3,18,6,49,4,2,0.5203617851161148,3,0.3333333333333333,0.061224489795918366
front3,18,6,49,4,3,0.48513924164515937,2,0.5,0.04081632653061224
front3,18,6,49,4,5,0.46581195276699455,1,0.0,0.02040816326530612
front3,18,8,49,4,3,0.3598824660765579,1,0.0,0.02040816326530612
front3,18,9,49,4,2,0.5089134569309307,3,1.0,0.061224489795918366
front3,18,9,49,4,5,0.4981912027049406,2,0.0,0.04081632653061224
front3,18,10,49,4,2,0.46832025750107764,6,0.5,0.12244897959183673
front3,18,13,49,4,1,0.35498675028261056,1,0.0,0.02040816326530612
front3,18,13,49,4,3,0.28130731559807765,2,0.0,0.04081632653061224
front3,18,1,152,5,0,0.0011749639877987916,1,0.0,0.006578947368421052
front3,18,1,152,5,1,0.4293484725916237,45,0.35555555555555557,0.29605263157894735
front3,18,2,152,5,0,0.0013867087586047133,1,0.0,0.006578947368421052
front3,18,2,152,5,1,0.46156700631066505,11,0.5454545454545454,0.07236842105263158
front3,18,3,152,5,1,0.5162708076878265,2,0.5,0.013157894736842105
front3,18,3,152,5,2,0.5431192815555421,4,0.5,0.02631578947368421
front3,18,3,152,5,3,0.577175765892512,1,1.0,0.006578947368421052
front3,18,5,152,5,1,0.486040255176253,5,0.4,0.03289473684210526
front3,18,5,152,5,2,0.5007642922698092,1,1.0,0.006578947368421052
front3,18,5,152,5,3,0.5182037299032285,1,1.0,0.006578947368421052
front3,18,6,152,5,1,0.4949883113537567,10,0.6,0.06578947368421052
front3,18,6,152,5,2,0.5238482192733198,4,0.5,0.02631578947368421
front3,18,6,152,5,3,0.5254358826652537,9,0.2222222222222222,0.05921052631578947
front3,18,8,152,5,1,0.4059021229185744,2,0.0,0.013157894736842105
front3,18,8,152,5,2,0.43687541535221114,1,1.0,0.006578947368421052
front3,18,8,152,5,5,0.563093950963169,1,1.0,0.006578947368421052
front3,18,9,152,5,2,0.5106716034029014,1,0.0,0.006578947368421052
front3,18,9,152,5,5,0.5916403993977358,1,1.0,0.006578947368421052
front3,18,10,152,5,2,0.4933233735240245,28,0.5714285714285714,0.18421052631578946
front3,18,10,152,5,3,0.4126571167263034,1,0.0,0.006578947368421052
front3,18,10,152,5,5,0.5607331717007894,1,1.0,0.006578947368421052
front3,18,12,152,5,2,0.5397920916164863,13,0.46153846153846156,0.08552631578947369
front3,18,13,152,5,0,0.0015330077603494148,1,0.0,0.006578947368421052
front3,18,13,152,5,1,0.3933674377113079,2,0.5,0.013157894736842105
front3,18,13,152,5,3,0.35080122623136667,4,0.25,0.02631578947368421
front3,18,13,152,5,5,0.7101359158913041,1,1.0,0.006578947368421052
