A1_actionId,A1_spinId,C_actionId,C_spinId,EV,count,usage_rate
15,5,11,3,0.3568183348533352,21,0.005406797116374871
15,5,12,2,0.45846749823642025,138,0.03553038105046344
15,5,12,3,0.38245843479504754,14,0.003604531410916581
15,5,12,5,0.6042287402905727,13,0.0033470648815653965
15,5,13,0,0.006199665669176674,8,0.0020597322348094747
15,5,13,1,0.3255624273545115,86,0.022142121524201853
15,5,13,3,0.3150937704317232,181,0.04660144181256436
15,5,14,1,0.32833004571520036,4,0.0010298661174047373
16,1,1,1,0.5711853383979881,11,0.1746031746031746
16,1,2,1,0.5435634622933705,6,0.09523809523809523
16,1,5,1,0.5744474741481842,14,0.2222222222222222
16,1,6,1,0.5497261161457067,19,0.30158730158730157
16,1,13,1,0.39579807777511594,8,0.12698412698412698
16,1,13,3,0.42604529509409483,5,0.07936507936507936
16,2,1,0,0.007773422024366339,2,0.007547169811320755
16,2,1,1,0.5174823957300592,122,0.46037735849056605
16,2,2,1,0.4963634192582392,31,0.1169811320754717
16,2,4,1,0.5316190123056845,4,0.01509433962264151
16,2,5,0,0.008443920117023442,1,0.0037735849056603774
16,2,6,1,0.5809960270605978,6,0.022641509433962263
16,2,6,3,0.5664331834605403,7,0.026415094339622643
16,2,7,1,0.5702462256966856,9,0.033962264150943396
16,2,10,2,0.4563469278316135,43,0.16226415094339622
16,2,11,2,0.47718084854725257,24,0.09056603773584905
16,2,13,1,0.3656318280240872,4,0.01509433962264151
16,2,13,3,0.3945771677961232,12,0.045283018867924525
16,3,1,1,0.5443960409756529,98,0.5444444444444444
16,3,2,1,0.5242742861630177,11,0.06111111111111111
16,3,5,1,0.5501735325699019,19,0.10555555555555556
16,3,6,1,0.5927313601504482,22,0.12222222222222222
16,3,6,3,0.6051785855307685,5,0.027777777777777776
16,3,10,2,0.478488011635678,12,0.06666666666666667
16,3,11,2,0.5018702170177959,6,0.03333333333333333
16,3,11,3,0.4337736175386887,2,0.011111111111111112
16,3,12,2,0.485995084670835,3,0.016666666666666666
16,3,13,0,0.007978820101378717,2,0.011111111111111112
16,4,1,0,0.00860591015099221,1,0.0021413276231263384
16,4,1,1,0.5304359872894177,129,0.2762312633832976
16,4,2,1,0.5115559564753401,45,0.09635974304068523
16,4,2,3,0.5552767706081146,1,0.0021413276231263384
16,4,3,1,0.5582639978286965,27,0.057815845824411134
16,4,3,3,0.5869265063149989,11,0.023554603854389723
16,4,4,1,0.5461863835145607,3,0.006423982869379015
16,4,5,1,0.5065815986061392,41,0.08779443254817987
16,4,5,3,0.5136900948283329,10,0.021413276231263382
16,4,6,1,0.5103381273564587,82,0.17558886509635974
16,4,6,2,0.538892051628178,4,0.008565310492505354
16,4,6,3,0.5247431252937858,22,0.047109207708779445
16,4,7,1,0.4907841261205481,5,0.010706638115631691
16,4,8,1,0.3628402040972365,1,0.0021413276231263384
16,4,10,2,0.44126372466378416,24,0.05139186295503212
16,4,10,3,0.3640595219061451,3,0.006423982869379015
16,4,11,2,0.4503944320202929,8,0.017130620985010708
16,4,13,1,0.33628284151048604,27,0.057815845824411134
16,4,13,3,0.33842740988037606,23,0.04925053533190578
16,5,1,0,0.007284129730642733,6,0.008075370121130552
16,5,1,1,0.4677502353326526,336,0.4522207267833109
16,5,2,0,0.007124267823376303,3,0.004037685060565276
16,5,2,1,0.45414559354078926,40,0.05383580080753701
16,5,3,1,0.49635772097289416,5,0.006729475100942127
16,5,4,1,0.48947522119763476,7,0.009421265141318977
16,5,4,4,0.667810576361929,3,0.004037685060565276
16,5,5,1,0.4744160417329841,44,0.059219380888290714
16,5,6,1,0.4856368567502596,39,0.052489905787348586
16,5,6,3,0.5626471986323982,22,0.029609690444145357
16,5,7,1,0.44543830031459986,38,0.05114401076716016
16,5,7,4,0.6569510077850366,1,0.0013458950201884253
16,5,10,2,0.4367101051513707,91,0.1224764468371467
16,5,10,3,0.40313907142741406,7,0.009421265141318977
16,5,11,2,0.4563767158276318,31,0.04172274562584118
16,5,12,2,0.4602789638927402,8,0.010767160161507403
16,5,12,5,0.657924107556106,1,0.0013458950201884253
16,5,13,0,0.006760760108518027,2,0.0026917900403768506
16,5,13,1,0.341134984467081,31,0.04172274562584118
16,5,13,2,0.3894809423141308,1,0.0013458950201884253
16,5,13,3,0.3874360052916342,27,0.03633916554508748
17,1,11,2,0.5245893454363988,1,1.0
17,2,1,1,0.5619391692311385,26,0.5
17,2,2,1,0.5573626789062301,3,0.057692307692307696
17,2,3,1,0.5688318295004948,2,0.038461538461538464
17,2,7,1,0.6562393602798676,4,0.07692307692307693
17,2,10,2,0.48951095173262593,13,0.25
17,2,11,1,0.47162588752262213,1,0.019230769230769232
17,2,11,2,0.5027321382202621,3,0.057692307692307696
17,3,1,1,0.5951585258290365,17,0.5483870967741935
17,3,5,1,0.6111115007512854,4,0.12903225806451613
17,3,6,1,0.6535339601779411,1,0.03225806451612903
17,3,6,3,0.6170524541188179,4,0.12903225806451613
17,3,10,2,0.516028350915089,3,0.0967741935483871
17,3,12,2,0.5369914415721572,2,0.06451612903225806
17,4,1,1,0.5573806745832831,68,0.4563758389261745
17,4,2,1,0.541043818088211,11,0.0738255033557047
17,4,3,3,0.5982887237691179,5,0.03355704697986577
17,4,4,1,0.5792448308731691,1,0.006711409395973154
17,4,5,1,0.5448001737322893,15,0.10067114093959731
17,4,6,1,0.561988103208338,24,0.1610738255033557
17,4,6,3,0.5459370229990901,9,0.06040268456375839
17,4,7,1,0.5385793231742158,2,0.013422818791946308
17,4,10,2,0.43923990078734926,7,0.04697986577181208
17,4,13,3,0.3875060770232008,7,0.04697986577181208
17,5,1,1,0.4454579526555727,154,0.5116279069767442
17,5,2,1,0.44160216151305776,15,0.04983388704318937
17,5,3,3,0.5922195815947526,7,0.023255813953488372
17,5,4,4,0.6835955851488673,2,0.006644518272425249
17,5,5,1,0.46851301798066375,9,0.029900332225913623
17,5,5,3,0.5837599948218823,2,0.006644518272425249
17,5,6,1,0.4907440969564672,18,0.059800664451827246
17,5,7,1,0.461844361831334,1,0.0033222591362126247
17,5,10,2,0.4008832319487778,48,0.15946843853820597
17,5,10,5,0.5516068487315179,4,0.013289036544850499
17,5,11,2,0.44871609533033124,21,0.06976744186046512
17,5,11,3,0.43099674704959223,2,0.006644518272425249
17,5,13,1,0.339747186619061,10,0.03322259136212625
17,5,13,3,0.4431639358097298,8,0.026578073089700997
18,1,6,1,0.5838067268202092,1,1.0
18,2,1,1,0.608286613414697,9,1.0
18,4,3,2,0.5976201358171586,4,0.11428571428571428
18,4,5,1,0.5410593382400808,2,0.05714285714285714
18,4,6,2,0.5485345860587921,5,0.14285714285714285
18,4,6,3,0.46782687473728257,4,0.11428571428571428
18,4,6,5,0.43778772812863953,2,0.05714285714285714
18,4,9,2,0.5530387929631534,4,0.11428571428571428
18,4,10,2,0.47525678377040664,8,0.22857142857142856
18,4,13,0,0.007983175129529735,1,0.02857142857142857
18,4,13,2,0.408132659195696,1,0.02857142857142857
18,4,13,3,0.2986497205604016,4,0.11428571428571428
18,5,1,1,0.3868894245957418,50,0.30303030303030304
18,5,2,1,0.4181193757314553,12,0.07272727272727272
18,5,3,2,0.5185825590715847,6,0.03636363636363636
18,5,3,3,0.5784052526757999,2,0.012121212121212121
18,5,5,1,0.4663522826301344,6,0.03636363636363636
18,5,5,3,0.5608556335496011,2,0.012121212121212121
18,5,6,1,0.4547229307670534,11,0.06666666666666667
18,5,6,3,0.5169443327213286,11,0.06666666666666667
18,5,10,2,0.5103014578027255,40,0.24242424242424243
18,5,10,4,0.6199440642841724,1,0.006060606060606061
18,5,10,5,0.6059177050748957,2,0.012121212121212121
18,5,11,2,0.5250596687282203,1,0.006060606060606061
18,5,12,2,0.5250702557672878,15,0.09090909090909091
18,5,12,5,0.6766252590967847,1,0.006060606060606061
18,5,13,3,0.41364089311879704,5,0.030303030303030304
