A1_actionId,A1_spinId,C_actionId,C_spinId,B1_actionId,phase,n_context,p_b_given_a_context_mean,p_b_given_a_context_std,p_win_given_abc_mean,p_win_given_abc_std,p_win_given_abc_min,p_win_given_abc_max
0,0,1,0,0,front3,3127,0.0017189213220438768,0.0009514597698217575,0.0014088885162992454,0.00029388343228176105,0.0010835097637027502,0.0026671180967241526
0,0,1,0,1,front3,3127,0.1399875166467468,0.06632885979152789,0.0014088885162992454,0.00029388343228176105,0.0010835097637027502,0.0026671180967241526
0,0,1,0,3,front3,3127,0.004793428880050401,0.0024122076794151413,0.0015534966754666606,0.00021780359380522326,0.001109125791117549,0.0027373807970434427
0,0,1,0,4,front3,3127,0.1922598524067804,0.024887369342319065,0.0017138907733454652,0.00016665856148332522,0.0015919049037620425,0.0027737801428884268
0,0,1,0,6,front3,3127,0.04208454395010172,0.019018687969166333,0.001559322077024765,0.00017457023526052317,0.001344518386758864,0.002413737354800105
0,0,1,0,7,front3,3127,0.0649081920957865,0.00842542098192762,0.0016642392845377613,0.00019345890909783117,0.001490937895141542,0.002596052596345544
0,0,1,0,8,front3,3127,0.003209681818610094,0.001211022611656011,0.0020684845809820895,0.00023718443644604314,0.0018904266180470586,0.003190424758940935
0,0,1,0,9,front3,3127,0.005898115490704737,0.0019702525501190814,0.0014265594109124436,0.00020111166838209188,0.0012213063891977072,0.0023346315138041973
0,0,1,0,10,front3,3127,0.3247036789161111,0.040831462404102126,0.0017539620215786835,0.00018330300187573687,0.0016087244730442762,0.0029383639339357615
0,0,1,0,11,front3,3127,0.18664129919576905,0.05705751868411106,0.0017520927413890027,0.00020194986301768457,0.0014902246184647083,0.0029244853649288416
0,0,1,0,12,front3,3127,0.0337947692772953,0.015373342442380198,0.001844384322673509,0.00016628046975628374,0.0015900272410362959,0.002966792555525899
0,0,1,1,0,front3,3127,0.0017189213220438768,0.0009514597698217575,0.47254707058817197,0.060329871341149977,0.3907553553581238,0.696007251739502
0,0,1,1,1,front3,3127,0.1399875166467468,0.06632885979152789,0.47254707058817197,0.060329871341149977,0.3907553553581238,0.696007251739502
0,0,1,1,3,front3,3127,0.004793428880050401,0.0024122076794151413,0.515193935396727,0.04330558724001019,0.4389090836048126,0.7477028965950012
