A1_playerId,A1_actionId,C_actionId,B1_actionId,phase,n_context,p_b_given_a_context_mean,p_b_given_a_context_std,p_win_given_abc_mean,p_win_given_abc_std,p_win_given_abc_min,p_win_given_abc_max
0,1,11,5,receive,3,0.11544526341882937,0.008079137417625613,0.36132700432220727,0.003037356943165275,0.35785013983209757,0.36346430645614175
0,1,11,6,receive,3,0.24072524228533557,0.016212895679398813,0.3446629380826758,0.0029860880196638287,0.3412447794672288,0.3467642742206954
0,1,11,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.34520825166431485,0.002987861831430923,0.3417880619717338,0.3473108324005345
0,1,11,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.3937183140922071,0.00628851504551988,0.3876121480287004,0.4001745535237442
0,1,11,9,receive,3,0.006862855939596064,0.0005806729076219227,0.3679199100349546,0.003055977033996842,0.36442172378948867,0.3700702703708272
0,1,11,10,receive,3,0.015340881224420672,0.0003704217341776509,0.4394730444156836,0.014607645250162237,0.4231341148559489,0.45127057140368737
0,1,11,11,receive,3,0.006338186301024747,0.00021096208131260628,0.44094947117974553,0.018532781062283395,0.4199647451287801,0.45507431659706166
0,1,11,12,receive,3,0.05524512179591092,0.0003255306154370572,0.41949797463585686,0.02121098023828812,0.39536210943717154,0.43517155433415644
0,1,11,13,receive,3,0.23473776754565978,0.011140849995292844,0.4518528676672106,0.02728809245771684,0.4206260394806221,0.4711137316964005
0,1,11,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.5048916234266217,0.009601176896718903,0.4942450455996864,0.5128926694674902
0,1,12,1,receive,3,0.09177555089746699,0.005574347933334154,0.3643803209278457,0.003766211666975795,0.3600560896223599,0.3669425840945845
0,1,12,2,receive,3,0.21136217280550249,0.026599212386192558,0.36234358160546104,0.0037590189383221013,0.35802761101124836,0.3649009686440292
0,1,12,3,receive,3,0.010190925947393204,0.003458525669615003,0.34223990969202367,0.0029781271717819404,0.3388308664973551,0.3443356598976792
0,1,12,4,receive,3,0.002808884585411104,0.00019969421343065186,0.3720557113647845,0.0030671802519902772,0.3685446961724622,0.37421392721472324
0,1,12,5,receive,3,0.11544526341882937,0.008079137417625613,0.3685594033531176,0.003057733320915674,0.3650592059721396,0.370710995234687
0,1,12,6,receive,3,0.24072524228533557,0.016212895679398813,0.35177702442883674,0.0030087163922394976,0.3483329553261777,0.3538942365870884
0,1,12,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.3523264395593342,0.00301041789788574,0.3488804221390537,0.35444484537904053
0,1,12,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.44242393824147414,0.0064527714289125985,0.436155929250578,0.4490468260226348
0,1,12,9,receive,3,0.006862855939596064,0.0005806729076219227,0.4158409742641907,0.00316353794034699,0.41221960881933073,0.4180666949801773
0,1,12,10,receive,3,0.015340881224420672,0.0003704217341776509,0.46448589359588327,0.01108595188777165,0.45239851800900066,0.4741792173744898
0,1,12,11,receive,3,0.006338186301024747,0.00021096208131260628,0.46596398211349294,0.014977834227433656,0.4491910682240023,0.47800249846168213
0,1,12,12,receive,3,0.05524512179591092,0.0003255306154370572,0.4443011708399361,0.017761033360802137,0.42422675866503085,0.4579740045097378
0,1,12,13,receive,3,0.23473776754565978,0.011140849995292844,0.4769151453488119,0.023713959529769527,0.44986046742847763,0.4941010603365858
0,1,12,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.5300808051206868,0.006009828797946773,0.523863350157231,0.5358588925469856
0,1,13,1,receive,3,0.09177555089746699,0.005574347933334154,0.27752877368443873,0.002313380384597697,0.27597753858516527,0.2801877342867156
0,1,13,2,receive,3,0.21136217280550249,0.026599212386192558,0.26995853641986717,0.00228204818116244,0.26842833870905136,0.2725814875636735
0,1,13,3,receive,3,0.010190925947393204,0.003458525669615003,0.24986730369583623,0.002015834833691918,0.24804390569026208,0.25203200104725626
0,1,13,4,receive,3,0.002808884585411104,0.00019969421343065186,0.2822283661468374,0.0021440239292491144,0.2802887648413316,0.28453057015103944
0,1,13,5,receive,3,0.11544526341882937,0.008079137417625613,0.23535458871285939,0.0027679714643188327,0.2335953547546798,0.23854515526681536
0,1,13,6,receive,3,0.24072524228533557,0.016212895679398813,0.21548654802087172,0.004538221725111215,0.21100836067099105,0.22008251143569968
0,1,13,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.2159198339862176,0.004543508221357857,0.21143641205452052,0.2205211344914415
0,1,13,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.4279485240600381,0.017043148317317885,0.41532655104991795,0.4473355670258567
0,1,13,9,receive,3,0.006862855939596064,0.0005806729076219227,0.4015509492661777,0.012461398904332746,0.39166565659215646,0.41554882636858637
0,1,13,10,receive,3,0.015340881224420672,0.0003704217341776509,0.404223026825872,0.005337426989537085,0.39962971692519955,0.41007836903219563
0,1,13,11,receive,3,0.006338186301024747,0.00021096208131260628,0.40566673821907256,0.008700066475836257,0.39650373796978355,0.4138148510935985
0,1,13,12,receive,3,0.05524512179591092,0.0003255306154370572,0.3846194570402551,0.01124324326834448,0.37229015367972546,0.3943057174685495
0,1,13,13,receive,3,0.23473776754565978,0.011140849995292844,0.4323708406591212,0.01718621009276854,0.4129713779716062,0.44569154603338
0,1,13,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.48524372626887463,0.002864520424917671,0.48197800470889085,0.4873313114536035
0,1,14,1,receive,3,0.09177555089746699,0.005574347933334154,0.32591452492654865,0.0022906765905000162,0.32343950265066473,0.32796005697552794
0,1,14,2,receive,3,0.21136217280550249,0.026599212386192558,0.3177632858680759,0.0022666616034184963,0.31531424523234086,0.31978743409803795
0,1,14,3,receive,3,0.010190925947393204,0.003458525669615003,0.29600390943611715,0.002396624261782326,0.2932457362413502,0.2975783631825185
0,1,14,4,receive,3,0.002808884585411104,0.00019969421343065186,0.3192755383417645,0.0024780682263892437,0.316423627251796,0.32090342081864776
