A1_playerId,A1_actionId,C_actionId,B1_actionId,phase,n_context,p_b_given_a_context_mean,p_b_given_a_context_std,p_win_given_abc_mean,p_win_given_abc_std,p_win_given_abc_min,p_win_given_abc_max
0,15,1,0,front3,21,0.0018129692148418687,0.001744700902474867,0.4903224410161727,0.03340001576902888,0.42875382489452524,0.5521697424266256
0,15,1,1,front3,21,0.11287965151181446,0.06785007415665775,0.4903224410161727,0.03340001576902888,0.42875382489452524,0.5521697424266256
0,15,1,3,front3,21,0.0048397820802944715,0.0027812814957947885,0.49424910043402903,0.0332946213591857,0.4362861459772219,0.5493710908986791
0,15,1,4,front3,21,0.16511933778500124,0.032086699414844086,0.4971813151704653,0.03315649596043703,0.4420290547436665,0.5433957231534771
0,15,1,6,front3,21,0.024640861036083157,0.013741578953717163,0.49386664401787367,0.03245926899959078,0.44009611876106924,0.5399314447489479
0,15,1,7,front3,21,0.05894364295177383,0.04502968120735722,0.4931738388429909,0.032459643949206946,0.43937449961632985,0.5392050743505512
0,15,1,8,front3,21,0.007077705135488335,0.0023151869842500585,0.4994660412080031,0.029017051864737204,0.45253733346074515,0.5424585499318042
0,15,1,9,front3,21,0.01062763031611137,0.0038766381931622683,0.4987977794073075,0.02973099846752661,0.4482264697634123,0.5445028159261249
0,15,1,10,front3,21,0.33489213309179455,0.06637037238365454,0.5399037481272179,0.02570847790609463,0.4980271953188143,0.5782815348738365
0,15,1,11,front3,21,0.24814869431005734,0.07025723925494286,0.5787936465429218,0.022863879719940906,0.5352134132577078,0.6106209910527681
0,15,1,12,front3,21,0.031017592566739405,0.014806329262305414,0.5574627717650207,0.020802035241230594,0.5174569549917583,0.587613305397678
0,15,2,0,front3,21,0.0018129692148418687,0.001744700902474867,0.4614333703217743,0.02984616825243705,0.407542721675375,0.5181596850640368
0,15,2,1,front3,21,0.11287965151181446,0.06785007415665775,0.4614333703217743,0.02984616825243705,0.407542721675375,0.5181596850640368
0,15,2,3,front3,21,0.0048397820802944715,0.0027812814957947885,0.46535394764479665,0.030865236235037147,0.4127808963524113,0.5153406413410775
0,15,2,4,front3,21,0.16511933778500124,0.032086699414844086,0.46945269863485056,0.03071114778224347,0.41967899426125754,0.5128980353314715
0,15,2,6,front3,21,0.024640861036083157,0.013741578953717163,0.4679918000962434,0.03034675718661492,0.4196750131502833,0.5113656825292553
0,15,2,7,front3,21,0.05894364295177383,0.04502968120735722,0.4679918000962434,0.03034675718661492,0.4196750131502833,0.5113656825292553
0,15,2,8,front3,21,0.007077705135488335,0.0023151869842500585,0.47992724565667993,0.02974279058130008,0.4344549171207806,0.5220619505074177
0,15,2,9,front3,21,0.01062763031611137,0.0038766381931622683,0.4792592105015451,0.029431245747630487,0.4324063178291784,0.5241149980006122
0,15,2,10,front3,21,0.33489213309179455,0.06637037238365454,0.5248882086015176,0.025981618656748515,0.48526939233797534,0.5619650491514909
0,15,2,11,front3,21,0.24814869431005734,0.07025723925494286,0.5575579350337335,0.022101159608939935,0.517250074518162,0.5882687102653378
0,15,2,12,front3,21,0.031017592566739405,0.014806329262305414,0.5362177256122893,0.02089396677054593,0.4994050860934581,0.5734496064889507
0,15,3,0,front3,21,0.0018129692148418687,0.001744700902474867,0.46497024023103634,0.023883494232371558,0.4214717876309436,0.5113671772457445
0,15,3,1,front3,21,0.11287965151181446,0.06785007415665775,0.46497024023103634,0.023883494232371558,0.4214717876309436,0.5113671772457445
0,15,3,3,front3,21,0.0048397820802944715,0.0027812814957947885,0.46889087163967813,0.02408852542426267,0.4260413533786682,0.5085465249837242
0,15,3,4,front3,21,0.16511933778500124,0.032086699414844086,0.4729950574959831,0.023891820728560973,0.43298515210928107,0.5061028000252915
0,15,3,6,front3,21,0.024640861036083157,0.013741578953717163,0.4715320038500041,0.023388858312701155,0.4329811458237272,0.5045698754530588
0,15,3,7,front3,21,0.05894364295177383,0.04502968120735722,0.4715320038500041,0.023388858312701155,0.4329811458237272,0.5045698754530588
0,15,3,8,front3,21,0.007077705135488335,0.0023151869842500585,0.48348841113680424,0.02301264512799828,0.4478449966416719,0.5267298990358966
0,15,3,9,front3,21,0.01062763031611137,0.0038766381931622683,0.48282134055551834,0.02331904981406125,0.44584533109443536,0.5173270061717339
0,15,3,10,front3,21,0.33489213309179455,0.06637037238365454,0.5284898106900252,0.019898142873390198,0.49880436581274246,0.5669183286903875
0,15,3,11,front3,21,0.24814869431005734,0.07025723925494286,0.56113277981985,0.018562659838004675,0.5314812561131181,0.5886532651829294
0,15,3,12,front3,21,0.031017592566739405,0.014806329262305414,0.539805786623081,0.017401763632818344,0.5136609618869786,0.5799672306024815
0,15,4,0,front3,21,0.0018129692148418687,0.001744700902474867,0.4640926482637415,0.023578405594385517,0.4214717876309436,0.5099347666535082
0,15,4,1,front3,21,0.11287965151181446,0.06785007415665775,0.4640926482637415,0.023578405594385517,0.4214717876309436,0.5099347666535082
0,15,4,3,front3,21,0.0048397820802944715,0.0027812814957947885,0.4680121713432533,0.023702519053924703,0.4260413533786682,0.5071138796931197
0,15,4,4,front3,21,0.16511933778500124,0.032086699414844086,0.47211565717124465,0.023461492215133033,0.43298515210928107,0.5038443753691714
0,15,4,6,front3,21,0.024640861036083157,0.013741578953717163,0.4706526961904808,0.022953792124819263,0.4329811458237272,0.5028895649964775
0,15,4,7,front3,21,0.05894364295177383,0.04502968120735722,0.4706526961904808,0.022953792124819263,0.4329811458237272,0.5028895649964775
0,15,4,8,front3,21,0.007077705135488335,0.0023151869842500585,0.4826080482750218,0.022715803579795614,0.4478449966416719,0.5291585758365381
0,15,4,9,front3,21,0.01062763031611137,0.0038766381931622683,0.48194142501568976,0.02303282436641932,0.44584533109443536,0.5186135057640211
