A1_actionId,A1_spinId,C_actionId,C_spinId,A1_playerId,use_count,win_rate,usage_share
0,2,7,1,33,1,1.0,0.024390243902439025
0,2,7,1,35,2,0.0,0.04878048780487805
0,2,7,1,65,1,0.0,0.024390243902439025
0,2,7,1,70,7,0.5714285714285714,0.17073170731707318
0,2,7,1,72,3,0.0,0.07317073170731707
0,2,7,1,90,1,0.0,0.024390243902439025
0,2,7,1,96,12,0.5833333333333334,0.2926829268292683
0,2,7,1,122,3,0.3333333333333333,0.07317073170731707
0,2,7,1,128,2,1.0,0.04878048780487805
0,2,7,1,131,1,1.0,0.024390243902439025
0,2,7,1,136,3,0.6666666666666666,0.07317073170731707
0,2,7,3,96,4,0.25,0.36363636363636365
0,2,7,3,133,6,0.16666666666666666,0.5454545454545454
0,2,7,3,136,1,0.0,0.09090909090909091
0,2,10,1,155,1,1.0,1.0
0,2,10,2,3,1,1.0,0.005714285714285714
0,2,10,2,7,4,0.5,0.022857142857142857
0,2,10,2,14,3,0.3333333333333333,0.017142857142857144
0,2,10,2,19,3,0.0,0.017142857142857144
0,2,10,2,26,2,1.0,0.011428571428571429
0,2,10,2,33,1,0.0,0.005714285714285714
0,2,10,2,39,1,1.0,0.005714285714285714
0,2,10,2,45,6,0.3333333333333333,0.03428571428571429
0,2,10,2,49,2,0.5,0.011428571428571429
0,2,10,2,51,1,0.0,0.005714285714285714
0,2,10,2,56,5,0.8,0.02857142857142857
0,2,10,2,59,4,0.5,0.022857142857142857
0,2,10,2,65,1,0.0,0.005714285714285714
0,2,10,2,66,1,1.0,0.005714285714285714
0,2,10,2,67,2,0.5,0.011428571428571429
0,2,10,2,69,1,0.0,0.005714285714285714
0,2,10,2,70,16,0.3125,0.09142857142857143
0,2,10,2,72,5,0.4,0.02857142857142857
0,2,10,2,74,6,0.5,0.03428571428571429
0,2,10,2,90,3,0.6666666666666666,0.017142857142857144
0,2,10,2,94,8,0.125,0.045714285714285714
0,2,10,2,96,21,0.5238095238095238,0.12
0,2,10,2,107,7,0.2857142857142857,0.04
0,2,10,2,115,3,0.0,0.017142857142857144
0,2,10,2,122,2,0.0,0.011428571428571429
0,2,10,2,128,15,0.6666666666666666,0.08571428571428572
0,2,10,2,133,16,0.5,0.09142857142857143
0,2,10,2,136,29,0.5172413793103449,0.1657142857142857
0,2,10,2,155,4,0.75,0.022857142857142857
0,2,10,2,158,2,0.0,0.011428571428571429
0,2,10,3,14,1,0.0,0.05263157894736842
0,2,10,3,30,1,1.0,0.05263157894736842
0,2,10,3,59,3,0.6666666666666666,0.15789473684210525
0,2,10,3,70,3,0.6666666666666666,0.15789473684210525
0,2,10,3,97,1,0.0,0.05263157894736842
0,2,10,3,128,1,0.0,0.05263157894736842
0,2,10,3,133,3,0.0,0.15789473684210525
0,2,10,3,136,6,0.5,0.3157894736842105
0,2,10,5,155,1,1.0,1.0
0,2,11,0,33,1,0.0,1.0
0,2,11,2,7,1,1.0,0.013888888888888888
0,2,11,2,19,5,0.8,0.06944444444444445
0,2,11,2,21,1,1.0,0.013888888888888888
0,2,11,2,23,3,0.6666666666666666,0.041666666666666664
0,2,11,2,33,3,0.3333333333333333,0.041666666666666664
0,2,11,2,35,11,0.45454545454545453,0.1527777777777778
0,2,11,2,39,2,1.0,0.027777777777777776
0,2,11,2,62,1,0.0,0.013888888888888888
0,2,11,2,67,2,0.5,0.027777777777777776
0,2,11,2,70,12,0.75,0.16666666666666666
0,2,11,2,72,6,0.5,0.08333333333333333
0,2,11,2,74,2,0.0,0.027777777777777776
0,2,11,2,96,9,0.5555555555555556,0.125
0,2,11,2,122,4,0.5,0.05555555555555555
0,2,11,2,129,8,0.5,0.1111111111111111
0,2,11,2,135,1,0.0,0.013888888888888888
0,2,11,2,157,1,0.0,0.013888888888888888
0,2,11,3,3,1,0.0,0.029411764705882353
0,2,11,3,14,1,1.0,0.029411764705882353
0,2,11,3,19,1,1.0,0.029411764705882353
0,2,11,3,54,1,0.0,0.029411764705882353
0,2,11,3,65,1,1.0,0.029411764705882353
0,2,11,3,70,2,0.5,0.058823529411764705
0,2,11,3,72,4,0.25,0.11764705882352941
0,2,11,3,74,1,0.0,0.029411764705882353
0,2,11,3,96,1,0.0,0.029411764705882353
0,2,11,3,128,2,0.5,0.058823529411764705
0,2,11,3,129,1,1.0,0.029411764705882353
0,2,11,3,133,2,1.0,0.058823529411764705
0,2,11,3,136,16,0.4375,0.47058823529411764
0,2,12,2,49,3,1.0,0.25
0,2,12,2,51,1,0.0,0.08333333333333333
0,2,12,2,56,3,0.3333333333333333,0.25
0,2,12,2,70,1,1.0,0.08333333333333333
0,2,12,2,139,1,0.0,0.08333333333333333
0,2,12,2,155,3,0.6666666666666666,0.25
0,2,13,0,7,4,0.0,1.0
0,2,13,1,7,6,0.5,0.3157894736842105
0,2,13,1,70,1,0.0,0.05263157894736842
0,2,13,1,96,3,0.0,0.15789473684210525
0,2,13,1,97,3,0.0,0.15789473684210525
0,2,13,1,122,2,1.0,0.10526315789473684
0,2,13,1,129,1,0.0,0.05263157894736842
0,2,13,1,136,3,0.6666666666666666,0.15789473684210525
0,2,13,2,129,1,0.0,1.0
0,2,13,3,19,2,0.5,0.058823529411764705
0,2,13,3,35,1,1.0,0.029411764705882353
0,2,13,3,43,1,0.0,0.029411764705882353
0,2,13,3,45,1,0.0,0.029411764705882353
0,2,13,3,59,1,0.0,0.029411764705882353
0,2,13,3,70,6,0.0,0.17647058823529413
0,2,13,3,72,3,0.0,0.08823529411764706
0,2,13,3,74,2,0.5,0.058823529411764705
0,2,13,3,96,1,0.0,0.029411764705882353
0,2,13,3,107,2,0.5,0.058823529411764705
0,2,13,3,128,4,0.25,0.11764705882352941
0,2,13,3,129,2,1.0,0.058823529411764705
0,2,13,3,133,2,1.0,0.058823529411764705
0,2,13,3,136,4,0.25,0.11764705882352941
0,2,13,3,157,1,0.0,0.029411764705882353
0,2,13,3,158,1,0.0,0.029411764705882353
0,3,1,0,23,1,0.0,0.5
0,3,1,0,70,1,0.0,0.5
0,3,1,1,19,10,0.7,0.08333333333333333
0,3,1,1,22,1,0.0,0.008333333333333333
0,3,1,1,23,1,1.0,0.008333333333333333
0,3,1,1,35,3,0.3333333333333333,0.025
0,3,1,1,39,1,1.0,0.008333333333333333
0,3,1,1,54,1,0.0,0.008333333333333333
0,3,1,1,57,3,0.3333333333333333,0.025
0,3,1,1,67,2,1.0,0.016666666666666666
0,3,1,1,70,23,0.5652173913043478,0.19166666666666668
0,3,1,1,72,9,0.4444444444444444,0.075
0,3,1,1,74,3,1.0,0.025
0,3,1,1,90,2,1.0,0.016666666666666666
0,3,1,1,94,2,0.5,0.016666666666666666
0,3,1,1,96,1,0.0,0.008333333333333333
0,3,1,1,97,1,1.0,0.008333333333333333
0,3,1,1,107,1,0.0,0.008333333333333333
0,3,1,1,115,8,0.75,0.06666666666666667
0,3,1,1,122,1,0.0,0.008333333333333333
0,3,1,1,128,11,0.5454545454545454,0.09166666666666666
0,3,1,1,129,25,0.52,0.20833333333333334
0,3,1,1,133,1,0.0,0.008333333333333333
0,3,1,1,135,4,0.75,0.03333333333333333
0,3,1,1,136,6,0.3333333333333333,0.05
0,3,2,0,67,1,0.0,0.2
0,3,2,0,70,2,0.0,0.4
0,3,2,0,96,1,0.0,0.2
0,3,2,0,122,1,0.0,0.2
0,3,2,1,14,3,0.3333333333333333,0.1111111111111111
0,3,2,1,23,2,1.0,0.07407407407407407
0,3,2,1,30,1,1.0,0.037037037037037035
0,3,2,1,70,8,0.625,0.2962962962962963
0,3,2,1,74,1,1.0,0.037037037037037035
0,3,2,1,96,3,1.0,0.1111111111111111
0,3,2,1,122,1,1.0,0.037037037037037035
0,3,2,1,128,5,0.4,0.18518518518518517
0,3,2,1,129,1,0.0,0.037037037037037035
0,3,2,1,136,2,0.5,0.07407407407407407
0,3,3,1,111,1,0.0,0.5
0,3,3,1,136,1,1.0,0.5
0,3,3,3,21,4,0.75,0.4444444444444444
0,3,3,3,57,1,0.0,0.1111111111111111
0,3,3,3,94,1,1.0,0.1111111111111111
0,3,3,3,111,1,1.0,0.1111111111111111
0,3,3,3,136,2,0.5,0.2222222222222222
0,3,4,0,23,1,0.0,1.0
0,3,4,1,23,1,0.0,0.1
0,3,4,1,35,1,0.0,0.1
0,3,4,1,70,2,0.0,0.2
0,3,4,1,72,3,0.3333333333333333,0.3
0,3,4,1,96,2,0.0,0.2
0,3,4,1,97,1,1.0,0.1
0,3,5,0,70,1,0.0,1.0
0,3,5,1,3,1,1.0,0.04
0,3,5,1,14,1,1.0,0.04
0,3,5,1,23,4,0.5,0.16
0,3,5,1,33,1,0.0,0.04
0,3,5,1,54,1,0.0,0.04
0,3,5,1,67,2,0.0,0.08
0,3,5,1,70,5,0.8,0.2
0,3,5,1,115,1,0.0,0.04
0,3,5,1,128,5,0.6,0.2
0,3,5,1,131,1,1.0,0.04
0,3,5,1,133,1,0.0,0.04
0,3,5,1,136,1,1.0,0.04
0,3,5,1,158,1,1.0,0.04
0,3,5,3,94,1,0.0,0.5
0,3,5,3,139,1,0.0,0.5
0,3,6,1,19,2,0.5,0.11764705882352941
0,3,6,1,23,2,1.0,0.11764705882352941
0,3,6,1,39,2,0.0,0.11764705882352941
0,3,6,1,65,1,0.0,0.058823529411764705
0,3,6,1,67,2,0.0,0.11764705882352941
0,3,6,1,70,2,0.5,0.11764705882352941
0,3,6,1,72,2,0.5,0.11764705882352941
0,3,6,1,74,1,1.0,0.058823529411764705
0,3,6,1,97,1,0.0,0.058823529411764705
0,3,6,1,129,1,0.0,0.058823529411764705
0,3,6,1,136,1,1.0,0.058823529411764705
0,3,6,2,21,1,1.0,1.0
0,3,6,3,72,1,0.0,0.3333333333333333
0,3,6,3,111,1,0.0,0.3333333333333333
0,3,6,3,133,1,0.0,0.3333333333333333
0,3,7,1,30,1,1.0,0.037037037037037035
0,3,7,1,33,1,1.0,0.037037037037037035
0,3,7,1,35,4,0.25,0.14814814814814814
0,3,7,1,39,1,0.0,0.037037037037037035
0,3,7,1,43,2,0.5,0.07407407407407407
0,3,7,1,70,3,0.6666666666666666,0.1111111111111111
0,3,7,1,72,5,0.6,0.18518518518518517
0,3,7,1,90,1,0.0,0.037037037037037035
0,3,7,1,96,2,0.5,0.07407407407407407
0,3,7,1,128,1,1.0,0.037037037037037035
0,3,7,1,129,2,0.5,0.07407407407407407
0,3,7,1,136,2,1.0,0.07407407407407407
0,3,7,1,157,2,0.5,0.07407407407407407
0,3,7,3,30,1,0.0,1.0
0,3,10,1,136,1,0.0,0.5
0,3,10,1,155,1,1.0,0.5
0,3,10,2,19,1,0.0,0.06666666666666667
0,3,10,2,21,2,0.5,0.13333333333333333
0,3,10,2,70,1,1.0,0.06666666666666667
0,3,10,2,72,1,0.0,0.06666666666666667
0,3,10,2,74,1,1.0,0.06666666666666667
0,3,10,2,90,2,0.0,0.13333333333333333
0,3,10,2,94,2,0.0,0.13333333333333333
0,3,10,2,111,2,0.0,0.13333333333333333
0,3,10,2,128,1,1.0,0.06666666666666667
0,3,10,2,136,1,1.0,0.06666666666666667
0,3,10,2,155,1,0.0,0.06666666666666667
0,3,10,3,19,1,1.0,0.2
0,3,10,3,70,1,0.0,0.2
0,3,10,3,72,1,0.0,0.2
0,3,10,3,129,2,0.0,0.4
0,3,11,2,19,1,0.0,0.1
0,3,11,2,23,2,0.0,0.2
0,3,11,2,35,3,0.3333333333333333,0.3
0,3,11,2,70,1,0.0,0.1
0,3,11,2,129,3,0.6666666666666666,0.3
0,3,11,3,19,4,0.5,0.3076923076923077
0,3,11,3,57,1,0.0,0.07692307692307693
0,3,11,3,72,1,1.0,0.07692307692307693
0,3,11,3,129,3,0.6666666666666666,0.23076923076923078
0,3,11,3,135,2,1.0,0.15384615384615385
0,3,11,3,136,1,1.0,0.07692307692307693
0,3,11,3,158,1,0.0,0.07692307692307693
0,3,12,2,56,1,0.0,0.3333333333333333
0,3,12,2,155,2,0.5,0.6666666666666666
0,3,13,0,67,1,0.0,0.3333333333333333
0,3,13,0,74,1,0.0,0.3333333333333333
0,3,13,0,129,1,0.0,0.3333333333333333
0,3,13,1,33,1,0.0,0.08333333333333333
0,3,13,1,67,1,0.0,0.08333333333333333
0,3,13,1,70,1,0.0,0.08333333333333333
0,3,13,1,74,1,0.0,0.08333333333333333
0,3,13,1,97,1,0.0,0.08333333333333333
0,3,13,1,122,1,1.0,0.08333333333333333
0,3,13,1,129,4,0.75,0.3333333333333333
0,3,13,1,136,2,0.0,0.16666666666666666
0,3,13,3,62,1,1.0,0.125
0,3,13,3,70,2,0.5,0.25
0,3,13,3,96,1,1.0,0.125
0,3,13,3,122,1,0.0,0.125
0,3,13,3,128,1,0.0,0.125
0,3,13,3,129,2,1.0,0.25
0,3,13,5,129,1,1.0,1.0
0,4,1,0,35,1,0.0,0.25
0,4,1,0,70,1,0.0,0.25
0,4,1,0,74,1,0.0,0.25
0,4,1,0,137,1,0.0,0.25
0,4,1,1,19,5,0.6,0.023255813953488372
0,4,1,1,21,1,1.0,0.004651162790697674
0,4,1,1,22,6,0.6666666666666666,0.027906976744186046
0,4,1,1,30,1,1.0,0.004651162790697674
0,4,1,1,39,18,0.3888888888888889,0.08372093023255814
0,4,1,1,43,5,1.0,0.023255813953488372
0,4,1,1,45,5,0.2,0.023255813953488372
0,4,1,1,51,2,0.0,0.009302325581395349
0,4,1,1,54,6,0.8333333333333334,0.027906976744186046
0,4,1,1,57,4,0.75,0.018604651162790697
0,4,1,1,62,2,1.0,0.009302325581395349
0,4,1,1,65,2,1.0,0.009302325581395349
0,4,1,1,67,1,1.0,0.004651162790697674
0,4,1,1,69,1,0.0,0.004651162790697674
0,4,1,1,70,15,0.8,0.06976744186046512
0,4,1,1,72,19,0.47368421052631576,0.08837209302325581
0,4,1,1,74,6,0.3333333333333333,0.027906976744186046
0,4,1,1,88,3,1.0,0.013953488372093023
0,4,1,1,90,2,0.0,0.009302325581395349
0,4,1,1,94,3,0.3333333333333333,0.013953488372093023
0,4,1,1,96,20,0.7,0.09302325581395349
0,4,1,1,97,11,0.36363636363636365,0.05116279069767442
0,4,1,1,111,3,0.6666666666666666,0.013953488372093023
0,4,1,1,115,9,0.5555555555555556,0.04186046511627907
0,4,1,1,122,1,1.0,0.004651162790697674
0,4,1,1,128,20,0.5,0.09302325581395349
0,4,1,1,129,23,0.5652173913043478,0.10697674418604651
0,4,1,1,135,5,0.8,0.023255813953488372
0,4,1,1,136,1,1.0,0.004651162790697674
0,4,1,1,137,2,1.0,0.009302325581395349
0,4,1,1,139,1,1.0,0.004651162790697674
0,4,1,1,157,12,0.5,0.05581395348837209
0,4,2,0,65,1,0.0,0.14285714285714285
0,4,2,0,74,1,0.0,0.14285714285714285
0,4,2,0,88,1,0.0,0.14285714285714285
0,4,2,0,96,3,0.0,0.42857142857142855
0,4,2,0,122,1,0.0,0.14285714285714285
0,4,2,1,7,1,1.0,0.006756756756756757
0,4,2,1,19,16,0.5,0.10810810810810811
0,4,2,1,22,4,0.25,0.02702702702702703
0,4,2,1,23,2,0.5,0.013513513513513514
0,4,2,1,30,1,0.0,0.006756756756756757
0,4,2,1,33,1,1.0,0.006756756756756757
0,4,2,1,39,1,1.0,0.006756756756756757
0,4,2,1,44,2,0.5,0.013513513513513514
0,4,2,1,45,4,0.25,0.02702702702702703
0,4,2,1,65,2,0.5,0.013513513513513514
0,4,2,1,67,3,0.3333333333333333,0.02027027027027027
0,4,2,1,69,9,0.4444444444444444,0.060810810810810814
0,4,2,1,70,9,0.1111111111111111,0.060810810810810814
0,4,2,1,72,7,0.2857142857142857,0.0472972972972973
0,4,2,1,74,9,0.7777777777777778,0.060810810810810814
0,4,2,1,88,16,0.5625,0.10810810810810811
0,4,2,1,90,2,0.5,0.013513513513513514
0,4,2,1,96,29,0.3103448275862069,0.19594594594594594
0,4,2,1,97,4,0.0,0.02702702702702703
0,4,2,1,111,2,0.5,0.013513513513513514
0,4,2,1,122,12,0.5833333333333334,0.08108108108108109
0,4,2,1,128,1,1.0,0.006756756756756757
0,4,2,1,129,3,1.0,0.02027027027027027
0,4,2,1,137,1,0.0,0.006756756756756757
0,4,2,1,157,7,0.5714285714285714,0.0472972972972973
0,4,3,1,22,1,1.0,0.125
0,4,3,1,49,3,1.0,0.375
0,4,3,1,128,2,0.5,0.25
0,4,3,1,129,1,1.0,0.125
0,4,3,1,136,1,0.0,0.125
0,4,3,3,22,1,1.0,0.0625
0,4,3,3,43,1,1.0,0.0625
0,4,3,3,49,2,1.0,0.125
0,4,3,3,78,3,0.3333333333333333,0.1875
0,4,3,3,94,1,0.0,0.0625
0,4,3,3,111,1,1.0,0.0625
0,4,3,3,115,1,1.0,0.0625
0,4,3,3,136,3,1.0,0.1875
0,4,3,3,139,3,0.3333333333333333,0.1875
0,4,4,1,19,1,1.0,0.25
0,4,4,1,54,1,1.0,0.25
0,4,4,1,96,1,1.0,0.25
0,4,4,1,97,1,0.0,0.25
0,4,5,0,23,1,0.0,0.5
0,4,5,0,78,1,0.0,0.5
0,4,5,1,23,3,0.3333333333333333,0.08333333333333333
0,4,5,1,44,1,1.0,0.027777777777777776
0,4,5,1,45,3,0.0,0.08333333333333333
0,4,5,1,54,1,0.0,0.027777777777777776
0,4,5,1,59,1,1.0,0.027777777777777776
0,4,5,1,65,1,0.0,0.027777777777777776
0,4,5,1,67,3,0.3333333333333333,0.08333333333333333
0,4,5,1,69,3,1.0,0.08333333333333333
0,4,5,1,70,1,1.0,0.027777777777777776
0,4,5,1,74,1,1.0,0.027777777777777776
0,4,5,1,90,1,1.0,0.027777777777777776
0,4,5,1,96,3,0.3333333333333333,0.08333333333333333
0,4,5,1,111,3,1.0,0.08333333333333333
0,4,5,1,115,1,1.0,0.027777777777777776
0,4,5,1,128,5,0.8,0.1388888888888889
0,4,5,1,136,3,1.0,0.08333333333333333
0,4,5,1,157,2,1.0,0.05555555555555555
0,4,5,3,78,1,0.0,0.5
0,4,5,3,139,1,0.0,0.5
0,4,6,0,23,1,0.0,0.3333333333333333
0,4,6,0,157,2,0.0,0.6666666666666666
0,4,6,1,19,9,0.7777777777777778,0.09473684210526316
0,4,6,1,23,4,0.5,0.042105263157894736
0,4,6,1,39,3,0.3333333333333333,0.031578947368421054
0,4,6,1,43,5,0.2,0.05263157894736842
0,4,6,1,45,1,1.0,0.010526315789473684
0,4,6,1,54,3,1.0,0.031578947368421054
0,4,6,1,62,1,1.0,0.010526315789473684
0,4,6,1,67,3,0.0,0.031578947368421054
0,4,6,1,70,23,0.391304347826087,0.24210526315789474
0,4,6,1,72,10,0.4,0.10526315789473684
0,4,6,1,74,10,0.5,0.10526315789473684
0,4,6,1,96,10,0.2,0.10526315789473684
0,4,6,1,97,1,0.0,0.010526315789473684
0,4,6,1,122,4,0.25,0.042105263157894736
0,4,6,1,129,3,0.3333333333333333,0.031578947368421054
0,4,6,1,135,1,0.0,0.010526315789473684
0,4,6,1,157,4,0.5,0.042105263157894736
0,4,6,2,78,1,1.0,1.0
0,4,6,3,96,3,0.0,0.75
0,4,6,3,111,1,0.0,0.25
0,4,7,1,19,1,0.0,0.047619047619047616
0,4,7,1,39,1,0.0,0.047619047619047616
0,4,7,1,43,3,0.6666666666666666,0.14285714285714285
0,4,7,1,69,1,1.0,0.047619047619047616
0,4,7,1,70,1,0.0,0.047619047619047616
0,4,7,1,72,2,0.5,0.09523809523809523
0,4,7,1,96,1,1.0,0.047619047619047616
0,4,7,1,97,2,0.0,0.09523809523809523
0,4,7,1,122,1,1.0,0.047619047619047616
0,4,7,1,129,2,0.0,0.09523809523809523
0,4,7,1,157,6,0.3333333333333333,0.2857142857142857
0,4,7,3,45,1,0.0,0.5
0,4,7,3,136,1,1.0,0.5
0,4,10,1,70,1,1.0,0.5
0,4,10,1,111,1,1.0,0.5
0,4,10,2,19,1,0.0,0.02564102564102564
0,4,10,2,22,1,0.0,0.02564102564102564
0,4,10,2,43,1,0.0,0.02564102564102564
0,4,10,2,45,2,0.5,0.05128205128205128
0,4,10,2,49,1,0.0,0.02564102564102564
0,4,10,2,51,3,0.6666666666666666,0.07692307692307693
0,4,10,2,56,2,0.5,0.05128205128205128
0,4,10,2,57,1,0.0,0.02564102564102564
0,4,10,2,66,1,1.0,0.02564102564102564
0,4,10,2,72,1,1.0,0.02564102564102564
0,4,10,2,78,2,0.5,0.05128205128205128
0,4,10,2,90,1,0.0,0.02564102564102564
0,4,10,2,94,9,0.4444444444444444,0.23076923076923078
0,4,10,2,96,1,1.0,0.02564102564102564
0,4,10,2,97,1,0.0,0.02564102564102564
0,4,10,2,111,3,0.3333333333333333,0.07692307692307693
0,4,10,2,115,1,1.0,0.02564102564102564
0,4,10,2,122,1,1.0,0.02564102564102564
0,4,10,2,133,1,1.0,0.02564102564102564
0,4,10,2,136,1,0.0,0.02564102564102564
0,4,10,2,155,2,0.5,0.05128205128205128
0,4,10,2,157,2,0.5,0.05128205128205128
0,4,10,3,19,3,0.3333333333333333,0.42857142857142855
0,4,10,3,30,1,1.0,0.14285714285714285
0,4,10,3,72,1,1.0,0.14285714285714285
