phase,A1_actionId,C_actionId,n_context,B1_playerId,A1_spinId,C_spinId,EV,count,train_winrate,usage_rate
late,13,13,12,44,3,3,0.23490972685871694,6,0.0,0.5
late,1,1,12,45,1,1,0.6087840126834368,4,0.75,0.3333333333333333
late,1,2,12,45,1,1,0.5838604029238659,3,0.3333333333333333,0.25
late,1,5,12,45,1,1,0.5679890191797146,1,0.0,0.08333333333333333
late,1,6,12,45,1,3,0.5774239933053494,1,0.0,0.08333333333333333
late,1,13,12,45,1,3,0.31854791132792365,3,0.3333333333333333,0.25
late,2,2,6,45,1,1,0.5338873314587688,4,0.0,0.6666666666666666
late,2,13,6,45,1,3,0.29228616454923817,1,0.0,0.16666666666666666
late,2,14,6,45,1,3,0.2669080594516514,1,0.0,0.16666666666666666
late,4,2,2,45,1,1,0.6968675895627043,1,1.0,0.5
late,4,13,2,45,1,3,0.43669457555793334,1,1.0,0.5
late,5,5,1,45,1,1,0.5172740373181551,1,1.0,1.0
late,6,1,7,45,3,1,0.5578850782591068,2,0.5,0.2857142857142857
late,6,2,7,45,3,1,0.5211631311667592,2,0.5,0.2857142857142857
late,6,6,7,45,3,3,0.5246711228222515,2,0.0,0.2857142857142857
late,6,13,7,45,3,3,0.25092096946397274,1,0.0,0.14285714285714285
late,7,1,2,45,1,1,0.680771760394486,1,1.0,0.5
late,7,13,2,45,1,3,0.4523412874313929,1,0.0,0.5
late,10,1,13,45,2,1,0.6465824999613842,3,1.0,0.23076923076923078
late,10,2,13,45,2,1,0.6172676811148023,4,0.75,0.3076923076923077
late,10,5,13,45,2,1,0.6143596950902188,1,1.0,0.07692307692307693
late,10,7,13,45,2,1,0.5880581509593781,1,1.0,0.07692307692307693
late,10,7,13,45,2,3,0.5785042971119178,1,0.0,0.07692307692307693
late,10,13,13,45,2,3,0.4143191008458405,3,0.3333333333333333,0.23076923076923078
late,13,13,4,45,3,3,0.2775956967368489,4,0.5,1.0
late,14,2,1,45,3,1,0.47658996794425335,1,1.0,1.0
late,1,1,16,46,1,1,0.6484107822716139,12,0.9166666666666666,0.75
late,1,3,16,46,1,2,0.6921783652378469,1,1.0,0.0625
late,1,6,16,46,1,3,0.628182478007074,1,1.0,0.0625
late,1,13,16,46,1,3,0.38492209001849664,2,0.5,0.125
late,2,10,1,46,1,2,0.5015471583541322,1,0.0,1.0
late,5,1,1,46,1,0,0.019993487275793434,1,0.0,1.0
late,6,1,4,46,3,1,0.62238194506219,3,0.3333333333333333,0.75
late,6,5,4,46,3,1,0.5686042402475018,1,0.0,0.25
late,10,13,1,46,2,3,0.45478833328530066,1,0.0,1.0
late,10,13,1,46,3,0,0.02272213293454571,1,0.0,1.0
late,11,1,2,46,2,1,0.7502263395143038,2,0.5,1.0
late,11,1,3,46,3,1,0.75273779838045,3,1.0,1.0
late,13,6,1,46,3,3,0.5491924204729096,1,1.0,1.0
late,1,2,7,47,1,1,0.5358535189297889,4,0.5,0.5714285714285714
late,1,5,7,47,1,1,0.5357616650237187,1,0.0,0.14285714285714285
late,1,13,7,47,1,3,0.3263410561032078,2,1.0,0.2857142857142857
late,2,2,11,47,1,1,0.4959496275415825,8,0.375,0.7272727272727273
late,2,13,11,47,1,3,0.2715342949481385,3,0.0,0.2727272727272727
late,5,3,1,47,1,3,0.6354773306468727,1,1.0,1.0
late,6,5,4,47,3,1,0.4839612705212404,1,0.0,0.25
late,6,6,4,47,3,3,0.5016236346308264,2,0.5,0.5
late,6,13,4,47,3,3,0.23844938902224821,1,0.0,0.25
late,10,2,1,47,2,1,0.5899841489533137,1,1.0,1.0
late,11,1,2,47,2,1,0.6669153326906496,1,0.0,0.5
late,11,5,2,47,2,1,0.631391349592822,1,1.0,0.5
late,13,1,12,47,3,1,0.5047190177995469,1,0.0,0.08333333333333333
late,13,2,12,47,3,1,0.48275549552521707,3,0.6666666666666666,0.25
late,13,5,12,47,3,1,0.4767347546566765,1,0.0,0.08333333333333333
late,13,6,12,47,3,3,0.4971574779830092,2,1.0,0.16666666666666666
late,13,13,12,47,3,3,0.2710515970744569,5,0.4,0.4166666666666667
late,1,2,7,48,1,1,0.5330748291689474,2,0.5,0.2857142857142857
late,1,3,7,48,1,2,0.6217800069141255,1,1.0,0.14285714285714285
late,1,3,7,48,1,3,0.6220717196936969,1,0.0,0.14285714285714285
late,1,9,7,48,1,2,0.48681179716881484,1,1.0,0.14285714285714285
late,1,12,7,48,1,2,0.4773739628059253,2,1.0,0.2857142857142857
late,2,12,1,48,1,2,0.4175466545309087,1,1.0,1.0
late,3,1,1,48,2,1,0.5246037550754646,1,0.0,1.0
late,5,2,2,48,1,1,0.5012757403220807,1,1.0,0.5
late,5,5,2,48,1,1,0.4923608856449335,1,1.0,0.5
late,8,12,2,48,3,2,0.48017222389815495,2,0.0,1.0
late,10,2,4,48,2,1,0.5948107738274975,2,0.5,0.5
late,10,12,4,48,2,2,0.5436337937374631,2,0.0,0.5
late,12,1,17,48,2,1,0.5140697181882699,1,1.0,0.058823529411764705
late,12,2,17,48,2,1,0.4861997156923725,1,1.0,0.058823529411764705
late,12,5,17,48,2,1,0.49136070616834904,1,1.0,0.058823529411764705
late,12,7,17,48,2,3,0.4635185076257271,2,0.5,0.11764705882352941
late,12,9,17,48,2,2,0.4748831410093959,1,0.0,0.058823529411764705
late,12,10,17,48,2,2,0.4562034253913613,2,0.5,0.11764705882352941
late,12,10,17,48,2,5,0.5196600673944503,1,1.0,0.058823529411764705
late,12,12,17,48,2,2,0.4630839010739031,5,0.4,0.29411764705882354
late,12,12,17,48,2,5,0.5332845394042355,1,0.0,0.058823529411764705
late,12,13,17,48,2,3,0.3275397133015533,2,0.5,0.11764705882352941
late,12,2,3,48,5,1,0.4569598971470626,1,0.0,0.3333333333333333
late,12,5,3,48,5,1,0.4425566838601262,1,0.0,0.3333333333333333
late,12,12,3,48,5,2,0.4596231105298947,1,0.0,0.3333333333333333
late,14,14,1,48,1,3,0.261869320213175,1,0.0,1.0
late,1,1,33,49,1,1,0.5354091884920009,13,0.6923076923076923,0.3939393939393939
late,1,2,33,49,1,1,0.5096521308561563,1,0.0,0.030303030303030304
late,1,3,33,49,1,2,0.6006486557581281,5,1.0,0.15151515151515152
late,1,3,33,49,1,3,0.6008657976446492,1,0.0,0.030303030303030304
late,1,5,33,49,1,1,0.5058485473456101,4,1.0,0.12121212121212122
late,1,10,33,49,1,2,0.4465379909544368,3,0.6666666666666666,0.09090909090909091
late,1,10,33,49,1,3,0.418947608439697,1,1.0,0.030303030303030304
late,1,11,33,49,1,2,0.4428142560150948,1,0.0,0.030303030303030304
late,1,13,33,49,1,3,0.27146729199496933,4,0.25,0.12121212121212122
late,3,3,3,49,2,2,0.6004474497432787,2,1.0,0.6666666666666666
late,3,13,3,49,2,3,0.2759140065128936,1,0.0,0.3333333333333333
late,3,3,5,49,3,2,0.6309596200085958,1,0.0,0.2
late,3,3,5,49,3,3,0.636866374422446,2,0.5,0.4
late,3,13,5,49,3,3,0.23790263366549755,2,0.0,0.4
late,5,1,11,49,1,1,0.5395862619942139,4,0.5,0.36363636363636365
late,5,3,11,49,1,2,0.6199782271222545,4,0.75,0.36363636363636365
late,5,3,11,49,1,3,0.6193363410106406,2,0.5,0.18181818181818182
late,5,11,11,49,1,3,0.4027559165739163,1,1.0,0.09090909090909091
late,10,1,14,49,2,1,0.604576074472688,8,0.0,0.5714285714285714
late,10,5,14,49,2,1,0.5718940461718598,2,1.0,0.14285714285714285
late,10,10,14,49,2,2,0.5254977933754996,1,1.0,0.07142857142857142
late,10,10,14,49,2,3,0.4997674752420793,3,0.3333333333333333,0.21428571428571427
late,10,1,3,49,3,1,0.6015130858507637,2,0.5,0.6666666666666666
late,10,13,3,49,3,3,0.3226537497791091,1,0.0,0.3333333333333333
late,11,1,6,49,3,1,0.632152028413714,4,0.5,0.6666666666666666
late,11,5,6,49,3,1,0.5916136833497035,1,0.0,0.16666666666666666
late,11,10,6,49,3,2,0.5348089149873225,1,0.0,0.16666666666666666
late,13,10,1,49,3,3,0.43482507988183755,1,0.0,1.0
late,1,1,8,50,1,1,0.5798695898827746,1,0.0,0.125
late,1,2,8,50,1,1,0.5535698833084207,3,0.3333333333333333,0.375
late,1,3,8,50,1,2,0.6416318153808271,1,0.0,0.125
late,1,10,8,50,1,3,0.4597922712779102,1,0.0,0.125
late,1,13,8,50,1,3,0.30853687745459496,2,0.0,0.25
late,2,1,36,50,1,1,0.5561795328705733,2,0.0,0.05555555555555555
late,2,2,36,50,1,1,0.522039269163603,22,0.5,0.6111111111111112
late,2,3,36,50,1,2,0.5765923815536699,1,1.0,0.027777777777777776
late,2,5,36,50,1,1,0.5067356130118957,2,0.5,0.05555555555555555
late,2,6,36,50,1,3,0.5223756233758624,3,0.3333333333333333,0.08333333333333333
late,2,10,36,50,1,3,0.43583741908263207,1,0.0,0.027777777777777776
late,2,13,36,50,1,3,0.28746542563223987,5,0.4,0.1388888888888889
late,3,3,4,50,2,3,0.6410671658348885,1,1.0,0.25
late,3,6,4,50,2,2,0.53666693390312,1,0.0,0.25
late,3,13,4,50,2,3,0.32409071757897634,2,0.5,0.5
late,5,1,6,50,1,1,0.5738113778913473,1,0.0,0.16666666666666666
late,5,2,6,50,1,1,0.5440823072443638,1,1.0,0.16666666666666666
late,5,3,6,50,1,2,0.613634203948242,1,1.0,0.16666666666666666
late,5,6,6,50,1,2,0.5445919708239865,2,0.5,0.3333333333333333
late,5,9,6,50,1,2,0.4954047998545725,1,0.0,0.16666666666666666
late,6,1,19,50,2,1,0.5683319924749705,2,1.0,0.10526315789473684
late,6,3,19,50,2,2,0.5431942577182682,5,0.6,0.2631578947368421
late,6,3,19,50,2,3,0.5431942577182682,1,1.0,0.05263157894736842
late,6,5,19,50,2,0,0.014178031163838539,1,0.0,0.05263157894736842
late,6,5,19,50,2,1,0.5127838384456003,2,0.5,0.10526315789473684
late,6,6,19,50,2,2,0.5351207261703806,6,0.6666666666666666,0.3157894736842105
late,6,9,19,50,2,2,0.4868274236903243,2,1.0,0.10526315789473684
late,6,2,5,50,3,1,0.552687783618417,2,0.5,0.4
late,6,3,5,50,3,2,0.6129826543042753,3,0.3333333333333333,0.6
late,8,6,2,50,3,0,0.014596541317816842,1,0.0,0.5
late,8,13,2,50,3,3,0.33254265604244737,1,0.0,0.5
late,9,3,15,50,2,2,0.6294874145853243,7,0.7142857142857143,0.4666666666666667
late,9,3,15,50,2,3,0.6294874145853243,1,0.0,0.06666666666666667
late,9,5,15,50,2,1,0.613771023728302,2,0.5,0.13333333333333333
late,9,6,15,50,2,2,0.6285067904248172,2,1.0,0.13333333333333333
late,9,9,15,50,2,2,0.5859038412856543,1,1.0,0.06666666666666667
late,9,13,15,50,2,3,0.4274655864837944,2,0.5,0.13333333333333333
late,9,3,1,50,3,2,0.6440227224538854,1,1.0,1.0
late,10,1,6,50,2,1,0.6556617387330649,1,0.0,0.16666666666666666
late,10,5,6,50,2,1,0.6193069613690197,1,1.0,0.16666666666666666
late,10,6,6,50,2,3,0.6339869270863937,2,0.5,0.3333333333333333
late,10,9,6,50,2,2,0.5958084978143057,1,0.0,0.16666666666666666
late,10,10,6,50,2,2,0.5737751159581689,1,1.0,0.16666666666666666
late,13,5,4,50,3,0,0.013952797468624385,1,0.0,0.25
late,13,5,4,50,3,1,0.48773607506962424,1,0.0,0.25
late,13,13,4,50,3,3,0.2581905746487725,2,0.0,0.5
late,1,1,13,51,1,1,0.4607541316086196,4,0.5,0.3076923076923077
late,1,2,13,51,1,1,0.43711823988180054,1,0.0,0.07692307692307693
late,1,3,13,51,1,2,0.5312237119208919,1,1.0,0.07692307692307693
late,1,3,13,51,1,3,0.5314747287916837,3,0.3333333333333333,0.23076923076923078
late,1,6,13,51,1,3,0.4439194065136729,1,0.0,0.07692307692307693
late,1,11,13,51,1,2,0.3686425847561995,2,0.5,0.15384615384615385
late,1,11,13,51,1,3,0.34356794960767095,1,0.0,0.07692307692307693
late,2,2,1,51,1,1,0.4135728118458532,1,0.0,1.0
late,3,6,1,51,2,3,0.41626496498292503,1,0.0,1.0
late,3,11,2,51,3,2,0.3285985814222769,2,0.0,1.0
late,6,1,1,51,2,1,0.4181364292500026,1,0.0,1.0
late,6,1,2,51,3,1,0.43996309271237455,2,1.0,1.0
late,8,1,1,51,3,1,0.49479719549874845,1,0.0,1.0
late,10,1,10,51,2,1,0.5292744744821376,3,0.3333333333333333,0.3
late,10,3,10,51,2,3,0.5466578704071201,2,1.0,0.2
late,10,6,10,51,2,3,0.5091918576743233,2,0.0,0.2
late,10,10,10,51,2,2,0.45170228989823735,3,0.3333333333333333,0.3
late,11,1,9,51,2,1,0.5595288296428469,6,0.5,0.6666666666666666
late,11,3,9,51,2,3,0.5819533181444411,3,0.3333333333333333,0.3333333333333333
late,12,1,1,51,2,1,0.3969408895798162,1,0.0,1.0
late,1,1,11,52,1,1,0.5432840523233423,5,0.4,0.45454545454545453
late,1,3,11,52,1,3,0.5545797256018452,1,0.0,0.09090909090909091
late,1,6,11,52,1,3,0.5182019240226089,2,0.0,0.18181818181818182
late,1,10,11,52,1,2,0.4414736817969551,1,0.0,0.09090909090909091
late,1,13,11,52,1,0,0.009031465322277084,2,0.0,0.18181818181818182
late,5,13,1,52,1,0,0.009083760835962188,1,0.0,1.0
late,6,1,3,52,3,1,0.49922631187896993,1,1.0,0.3333333333333333
late,6,6,3,52,3,3,0.4700982924850099,1,1.0,0.3333333333333333
late,6,13,3,52,3,3,0.2235485646914652,1,1.0,0.3333333333333333
late,7,1,1,52,3,1,0.616228790702521,1,1.0,1.0
late,10,1,6,52,2,1,0.5910712052724018,3,0.6666666666666666,0.5
late,10,6,6,52,2,3,0.5722871395493504,1,1.0,0.16666666666666666
late,10,13,6,52,2,0,0.010264422139826845,1,0.0,0.16666666666666666
late,10,14,6,52,2,3,0.3049884669833573,1,0.0,0.16666666666666666
late,13,1,2,52,3,1,0.4618643516730616,1,0.0,0.5
late,13,13,2,52,3,0,0.009427398744096385,1,0.0,0.5
late,1,1,28,53,1,1,0.5484223455994229,9,0.5555555555555556,0.32142857142857145
late,1,5,28,53,1,1,0.5150594275112725,4,0.25,0.14285714285714285
late,1,6,28,53,1,2,0.5297338893575712,1,1.0,0.03571428571428571
late,1,6,28,53,1,3,0.530102833715241,6,0.5,0.21428571428571427
late,1,11,28,53,1,2,0.46005961341687934,1,0.0,0.03571428571428571
late,1,12,28,53,1,2,0.46444307049777267,1,0.0,0.03571428571428571
late,1,13,28,53,1,3,0.2970254716713815,4,0.0,0.14285714285714285
late,1,14,28,53,1,3,0.2633119515757062,2,0.0,0.07142857142857142
late,3,5,2,53,3,1,0.4883969247026475,1,0.0,0.5
late,3,5,2,53,3,4,0.5149744763918591,1,1.0,0.5
late,4,1,1,53,4,1,0.7715513423376374,1,1.0,1.0
late,5,1,18,53,1,1,0.529830680570825,3,0.3333333333333333,0.16666666666666666
late,5,3,18,53,1,3,0.5114286842794566,4,0.75,0.2222222222222222
late,5,5,18,53,1,0,0.011091596587152959,1,0.0,0.05555555555555555
late,5,5,18,53,1,1,0.47262355328181904,5,0.6,0.2777777777777778
late,5,7,18,53,1,1,0.4418749801079077,1,1.0,0.05555555555555555
late,5,8,18,53,1,3,0.36868814909740144,1,0.0,0.05555555555555555
late,5,10,18,53,1,2,0.42116000753601623,1,1.0,0.05555555555555555
late,5,13,18,53,1,3,0.25137522544590757,2,0.0,0.1111111111111111
late,5,5,1,53,4,1,0.670795419421963,1,1.0,1.0
late,6,3,7,53,2,3,0.5234405789655809,1,1.0,0.14285714285714285
late,6,6,7,53,2,2,0.4905426523680823,4,0.5,0.5714285714285714
late,6,6,7,53,2,3,0.49028138937873933,1,1.0,0.14285714285714285
late,6,13,7,53,2,3,0.25955880448520713,1,0.0,0.14285714285714285
late,6,1,17,53,3,1,0.5350660089866995,8,0.5,0.47058823529411764
late,6,1,17,53,3,4,0.5732919040648103,1,1.0,0.058823529411764705
late,6,3,17,53,3,3,0.5539195211204171,1,1.0,0.058823529411764705
late,6,5,17,53,3,1,0.47758215175457813,1,0.0,0.058823529411764705
late,6,6,17,53,3,2,0.49924169803742197,1,0.0,0.058823529411764705
late,6,6,17,53,3,3,0.49913419750132515,2,0.5,0.11764705882352941
late,6,10,17,53,3,2,0.4274404821104346,2,0.5,0.11764705882352941
late,6,13,17,53,3,3,0.24486725463687165,1,0.0,0.058823529411764705
late,7,5,1,53,1,1,0.6093308165493854,1,0.0,1.0
late,8,5,2,53,3,1,0.5222701909223859,1,1.0,0.5
late,8,13,2,53,3,3,0.23887543368135356,1,0.0,0.5
late,9,1,1,53,2,1,0.6126839499738918,1,1.0,1.0
late,10,1,8,53,2,1,0.6150235225008218,5,0.4,0.625
late,10,5,8,53,2,1,0.5800794833807859,1,1.0,0.125
late,10,13,8,53,2,3,0.3791610076795041,2,0.5,0.25
late,10,1,1,53,3,1,0.6103914297562482,1,0.0,1.0
late,13,5,6,53,3,1,0.44033148636089375,4,0.25,0.6666666666666666
late,13,14,6,53,3,3,0.16828150939512201,2,0.0,0.3333333333333333
late,1,1,17,54,1,1,0.5634586415101375,13,0.6923076923076923,0.7647058823529411
late,1,2,17,54,1,1,0.5433399816832699,1,1.0,0.058823529411764705
late,1,5,17,54,1,1,0.5296090494274447,1,1.0,0.058823529411764705
late,1,6,17,54,1,3,0.5376014288708523,1,0.0,0.058823529411764705
late,1,13,17,54,1,3,0.291084076179896,1,0.0,0.058823529411764705
late,2,1,1,54,1,1,0.523478425768708,1,0.0,1.0
late,4,1,1,54,1,1,0.6796239555828756,1,1.0,1.0
late,5,1,4,54,1,1,0.536933118748373,4,0.5,1.0
late,6,2,8,54,3,1,0.5011850187074152,3,0.3333333333333333,0.375
late,6,5,8,54,3,1,0.47768783851309055,1,0.0,0.125
late,6,6,8,54,3,3,0.500454415436037,2,0.0,0.25
late,6,13,8,54,3,3,0.239239619049608,2,0.0,0.25
late,7,1,1,54,1,1,0.6475159290578524,1,1.0,1.0
late,10,1,3,54,2,1,0.6162443919699601,2,0.5,0.6666666666666666
late,10,5,3,54,2,1,0.5833158069709437,1,1.0,0.3333333333333333
late,11,1,7,54,2,1,0.6627053847211676,3,1.0,0.42857142857142855
late,11,5,7,54,2,1,0.6311044258061446,1,0.0,0.14285714285714285
late,11,7,7,54,2,1,0.5982492581549194,1,0.0,0.14285714285714285
late,11,13,7,54,2,3,0.38993414433498896,2,0.5,0.2857142857142857
late,11,2,1,54,3,1,0.6261406913413958,1,1.0,1.0
late,13,1,7,54,3,1,0.4917847086218429,4,0.75,0.5714285714285714
late,13,2,7,54,3,1,0.4723574722590869,1,0.0,0.14285714285714285
late,13,6,7,54,3,3,0.48555431783465736,1,0.0,0.14285714285714285
late,13,13,7,54,3,3,0.25177005170753025,1,0.0,0.14285714285714285
late,14,2,2,54,1,1,0.45019746025912394,2,0.0,1.0
late,1,5,3,55,1,1,0.6789794139088534,1,0.0,0.3333333333333333
late,1,6,3,55,1,3,0.6890680978130866,2,1.0,0.6666666666666666
late,2,5,2,55,1,1,0.6254108120035282,1,1.0,0.5
late,2,6,2,55,1,3,0.6352788484514632,1,1.0,0.5
late,4,13,1,55,1,3,0.5600935417994464,1,1.0,1.0
late,5,6,2,55,1,3,0.6423360360724794,1,1.0,0.5
late,5,13,2,55,1,3,0.36784541317614977,1,1.0,0.5
late,6,3,6,55,3,3,0.7452718505653878,1,0.0,0.16666666666666666
late,6,5,6,55,3,1,0.6374171075615543,3,1.0,0.5
late,6,6,6,55,3,3,0.653988399505545,1,1.0,0.16666666666666666
late,6,13,6,55,3,3,0.37295399375568267,1,0.0,0.16666666666666666
late,11,1,3,55,2,1,0.7739367099612043,3,0.6666666666666666,1.0
late,13,2,7,55,3,1,0.6434755987930156,2,0.5,0.2857142857142857
late,13,5,7,55,3,1,0.6390221383386983,4,0.75,0.5714285714285714
late,13,6,7,55,3,3,0.6550000517797179,1,1.0,0.14285714285714285
late,1,1,45,56,1,0,0.01024112845769246,1,0.0,0.022222222222222223
late,1,1,45,56,1,1,0.5568578918077196,23,0.5652173913043478,0.5111111111111111
late,1,2,45,56,1,1,0.5321278724740784,1,0.0,0.022222222222222223
late,1,3,45,56,1,2,0.62324729409005,1,0.0,0.022222222222222223
late,1,3,45,56,1,3,0.6234226745856856,16,0.6875,0.35555555555555557
late,1,6,45,56,1,3,0.5394575634785149,2,0.5,0.044444444444444446
late,1,11,45,56,1,2,0.46432994543868733,1,1.0,0.022222222222222223
late,3,1,16,56,3,1,0.526873318850497,5,0.2,0.3125
late,3,3,16,56,3,3,0.6423547834652347,8,0.625,0.5
late,3,11,16,56,3,2,0.4294633363960301,2,0.5,0.125
late,3,11,16,56,3,3,0.40401984880781466,1,0.0,0.0625
late,6,1,2,56,3,1,0.5351862054204696,1,0.0,0.5
late,6,3,2,56,3,3,0.5384773690874434,1,1.0,0.5
late,10,1,9,56,2,1,0.6325899835420572,6,0.8333333333333334,0.6666666666666666
late,10,3,9,56,2,3,0.6083121991203646,1,0.0,0.1111111111111111
late,10,10,9,56,2,2,0.5497975468358353,2,0.5,0.2222222222222222
late,11,1,4,56,2,1,0.6615799868804553,2,0.5,0.5
late,11,1,4,56,2,4,0.6797745247817886,1,0.0,0.25
late,11,3,4,56,2,3,0.6730970617585635,1,0.0,0.25
late,12,14,1,56,2,3,0.24211061418190136,1,1.0,1.0
late,13,13,1,56,3,0,0.011283452765057574,1,0.0,1.0
late,1,1,11,57,1,1,0.5179673723127514,1,1.0,0.09090909090909091
late,1,3,11,57,1,2,0.5490645894774492,1,1.0,0.09090909090909091
late,1,3,11,57,1,3,0.5492839479493165,1,1.0,0.09090909090909091
late,1,5,11,57,1,1,0.48311543810131496,4,0.25,0.36363636363636365
late,1,6,11,57,1,3,0.49730911607123734,2,0.0,0.18181818181818182
late,1,13,11,57,1,0,0.00790164258429887,1,0.0,0.09090909090909091
late,1,13,11,57,1,3,0.26385983697797627,1,1.0,0.09090909090909091
late,2,5,3,57,1,0,0.008189680953223588,1,0.0,0.3333333333333333
late,2,5,3,57,1,1,0.41543654036246563,1,1.0,0.3333333333333333
late,2,14,3,57,1,1,0.1752108606377892,1,1.0,0.3333333333333333
late,3,3,3,57,2,2,0.5765683756498101,1,1.0,0.3333333333333333
late,3,6,3,57,2,3,0.4682797203871303,1,0.0,0.3333333333333333
late,3,13,3,57,2,3,0.2565098443245015,1,1.0,0.3333333333333333
late,3,3,5,57,3,3,0.5883740407076743,2,0.5,0.4
late,3,5,5,57,3,0,0.008099197843510401,1,0.0,0.2
late,3,13,5,57,3,3,0.21592472599490836,2,0.5,0.4
late,5,1,22,57,1,1,0.4983849535326728,2,0.5,0.09090909090909091
late,5,3,22,57,1,2,0.5419943706326754,1,1.0,0.045454545454545456
late,5,5,22,57,1,1,0.4460457992555723,14,0.42857142857142855,0.6363636363636364
late,5,6,22,57,1,3,0.46280602017868006,2,0.5,0.09090909090909091
late,5,12,22,57,1,2,0.3876608558164939,1,0.0,0.045454545454545456
late,5,13,22,57,1,3,0.22407447231733005,2,0.0,0.09090909090909091
late,6,12,2,57,2,2,0.3814893456377803,2,0.0,1.0
late,6,3,23,57,3,2,0.5085570832846794,3,1.0,0.13043478260869565
late,6,5,23,57,3,1,0.4380621427778177,6,0.6666666666666666,0.2608695652173913
late,6,6,23,57,3,3,0.4593069754861424,8,0.25,0.34782608695652173
late,6,13,23,57,3,0,0.008009367392509386,1,0.0,0.043478260869565216
late,6,13,23,57,3,3,0.20982382542914593,5,0.2,0.21739130434782608
late,7,5,1,57,1,1,0.5875224962132891,1,1.0,1.0
late,8,3,1,57,2,3,0.5263237016125655,1,1.0,1.0
late,9,6,1,57,2,2,0.552853092555409,1,1.0,1.0
late,10,1,13,57,2,0,0.009343588982093611,1,0.0,0.07692307692307693
late,10,1,13,57,2,1,0.5865810198252855,2,1.0,0.15384615384615385
late,10,3,13,57,2,3,0.6113064182909776,1,1.0,0.07692307692307693
late,10,12,13,57,2,2,0.5108682879247992,4,0.25,0.3076923076923077
late,10,12,13,57,2,3,0.5132498394974425,1,0.0,0.07692307692307693
late,10,13,13,57,2,0,0.00921008273413417,1,0.0,0.07692307692307693
late,10,13,13,57,2,3,0.3640733321095228,3,0.3333333333333333,0.23076923076923078
late,10,13,2,57,3,3,0.24047055364290787,2,0.0,1.0
late,10,13,1,57,5,3,0.40411229080873734,1,0.0,1.0
late,11,1,4,57,2,1,0.6236357823770415,1,0.0,0.25
late,11,5,4,57,2,1,0.590985632091707,1,1.0,0.25
late,11,7,4,57,2,1,0.5594414509023735,1,1.0,0.25
late,11,13,4,57,2,3,0.3474831537693468,1,0.0,0.25
late,12,2,36,57,2,1,0.432770243887262,4,0.75,0.1111111111111111
late,12,3,36,57,2,0,0.008500665276423845,1,0.0,0.027777777777777776
late,12,3,36,57,2,3,0.4684821275705838,1,1.0,0.027777777777777776
late,12,5,36,57,2,0,0.008463573728957556,2,0.0,0.05555555555555555
late,12,5,36,57,2,1,0.4374511930850966,4,0.25,0.1111111111111111
late,12,6,36,57,2,2,0.4601893603363052,1,0.0,0.027777777777777776
late,12,10,36,57,2,2,0.40680368217216295,1,1.0,0.027777777777777776
late,12,12,36,57,2,2,0.4117928512705012,16,0.25,0.4444444444444444
late,12,12,36,57,2,3,0.41553022896456143,2,0.5,0.05555555555555555
late,12,13,36,57,2,3,0.2895267192247552,4,0.0,0.1111111111111111
late,12,2,3,57,3,1,0.43125244281856734,1,0.0,0.3333333333333333
late,12,5,3,57,3,1,0.42209050166669765,1,0.0,0.3333333333333333
late,12,12,3,57,3,2,0.39155951652783577,1,0.0,0.3333333333333333
late,13,1,19,57,3,1,0.44742350665825503,1,0.0,0.05263157894736842
late,13,3,19,57,3,2,0.4790516133054183,1,1.0,0.05263157894736842
late,13,5,19,57,3,0,0.00857451320205542,1,0.0,0.05263157894736842
late,13,5,19,57,3,1,0.41482440035851886,6,0.16666666666666666,0.3157894736842105
late,13,12,19,57,3,0,0.008535977843929654,1,0.0,0.05263157894736842
late,13,12,19,57,3,3,0.3796836651840393,1,1.0,0.05263157894736842
late,13,13,19,57,3,0,0.008358658061933887,5,0.0,0.2631578947368421
late,13,13,19,57,3,3,0.20575156453404483,3,0.0,0.15789473684210525
late,1,1,5,58,1,1,0.6660226280438191,1,1.0,0.2
late,1,5,5,58,1,1,0.6320445431608125,1,1.0,0.2
late,1,6,5,58,1,3,0.6453713931509636,2,1.0,0.4
late,1,13,5,58,1,3,0.4168101509349801,1,1.0,0.2
late,4,2,3,58,4,1,0.8293855784596561,1,1.0,0.3333333333333333
late,4,5,3,58,4,1,0.8208808618188419,1,1.0,0.3333333333333333
late,4,6,3,58,4,3,0.8352776674467002,1,1.0,0.3333333333333333
late,5,2,2,58,1,1,0.6098504968628679,1,1.0,0.5
late,5,6,2,58,1,3,0.6056743040308539,1,0.0,0.5
late,6,2,9,58,3,1,0.5948114514712997,1,0.0,0.1111111111111111
late,6,5,9,58,3,0,0.02173602634650426,1,0.0,0.1111111111111111
late,6,5,9,58,3,1,0.5763418150194056,2,0.0,0.2222222222222222
late,6,6,9,58,3,3,0.5977908646018215,5,0.2,0.5555555555555556
late,10,5,1,58,2,1,0.6802841804321369,1,1.0,1.0
late,10,2,1,58,3,1,0.6802841855372758,1,1.0,1.0
late,11,1,1,58,2,1,0.7900512615580004,1,1.0,1.0
late,1,1,6,59,1,1,0.5451153050278744,4,1.0,0.6666666666666666
late,1,2,6,59,1,1,0.5177347713478987,1,1.0,0.16666666666666666
late,1,5,6,59,1,1,0.508195072280536,1,0.0,0.16666666666666666
late,2,1,24,59,1,1,0.49837347191269316,3,0.3333333333333333,0.125
late,2,2,24,59,1,1,0.46393773050962545,19,0.42105263157894735,0.7916666666666666
