A1_actionId,C_actionId,A1_playerId,use_count,win_rate,usage_share
15,7,101,2,1.0,0.0091324200913242
15,7,106,1,0.0,0.0045662100456621
15,7,107,3,1.0,0.0136986301369863
15,7,108,1,1.0,0.0045662100456621
15,7,110,2,0.0,0.0091324200913242
15,7,111,6,0.5,0.0273972602739726
15,7,112,1,1.0,0.0045662100456621
15,7,113,1,1.0,0.0045662100456621
15,7,115,5,0.8,0.0228310502283105
15,7,118,1,1.0,0.0045662100456621
15,7,122,1,1.0,0.0045662100456621
15,7,126,8,0.75,0.0365296803652968
15,7,128,8,0.625,0.0365296803652968
15,7,129,9,0.6666666666666666,0.0410958904109589
15,7,132,2,0.5,0.0091324200913242
15,7,136,34,0.7058823529411765,0.1552511415525114
15,7,138,1,1.0,0.0045662100456621
15,7,140,5,0.6,0.0228310502283105
15,7,144,3,0.6666666666666666,0.0136986301369863
15,7,147,1,0.0,0.0045662100456621
15,7,150,4,0.75,0.0182648401826484
15,7,153,9,0.5555555555555556,0.0410958904109589
15,7,154,1,0.0,0.0045662100456621
15,7,156,1,0.0,0.0045662100456621
15,7,161,1,1.0,0.0045662100456621
15,7,163,1,1.0,0.0045662100456621
15,8,5,2,1.0,0.03076923076923077
15,8,11,15,0.4666666666666667,0.23076923076923078
15,8,37,13,0.6153846153846154,0.2
15,8,50,1,0.0,0.015384615384615385
15,8,53,5,0.8,0.07692307692307693
15,8,82,2,0.5,0.03076923076923077
15,8,83,2,0.0,0.03076923076923077
15,8,95,1,0.0,0.015384615384615385
15,8,115,1,0.0,0.015384615384615385
15,8,123,1,1.0,0.015384615384615385
15,8,132,9,0.2222222222222222,0.13846153846153847
15,8,136,3,0.0,0.046153846153846156
15,8,152,9,0.3333333333333333,0.13846153846153847
15,8,155,1,1.0,0.015384615384615385
15,9,5,3,0.0,0.041666666666666664
15,9,10,6,0.3333333333333333,0.08333333333333333
15,9,37,3,0.3333333333333333,0.041666666666666664
15,9,52,3,1.0,0.041666666666666664
15,9,53,9,0.7777777777777778,0.125
15,9,68,1,0.0,0.013888888888888888
15,9,82,14,0.35714285714285715,0.19444444444444445
15,9,91,1,1.0,0.013888888888888888
15,9,102,1,0.0,0.013888888888888888
15,9,125,2,0.5,0.027777777777777776
15,9,137,1,0.0,0.013888888888888888
15,9,152,14,0.42857142857142855,0.19444444444444445
15,9,155,3,0.3333333333333333,0.041666666666666664
15,9,156,6,0.5,0.08333333333333333
15,9,164,1,1.0,0.013888888888888888
15,9,165,4,0.75,0.05555555555555555
15,10,0,1,0.0,0.0007220216606498195
15,10,1,8,0.375,0.005776173285198556
15,10,2,24,0.5,0.017328519855595668
15,10,3,6,0.3333333333333333,0.004332129963898917
15,10,4,6,0.3333333333333333,0.004332129963898917
15,10,5,9,0.2222222222222222,0.006498194945848376
15,10,6,3,0.3333333333333333,0.0021660649819494585
15,10,8,4,0.5,0.002888086642599278
15,10,10,2,0.5,0.001444043321299639
15,10,11,13,0.6153846153846154,0.009386281588447653
15,10,12,10,0.4,0.007220216606498195
15,10,13,5,0.0,0.0036101083032490976
15,10,16,3,0.3333333333333333,0.0021660649819494585
15,10,18,1,0.0,0.0007220216606498195
15,10,20,10,0.6,0.007220216606498195
15,10,21,5,0.4,0.0036101083032490976
15,10,24,1,0.0,0.0007220216606498195
15,10,25,8,0.5,0.005776173285198556
15,10,28,2,0.5,0.001444043321299639
15,10,29,4,0.0,0.002888086642599278
15,10,31,6,0.3333333333333333,0.004332129963898917
15,10,32,33,0.42424242424242425,0.023826714801444042
15,10,33,3,0.3333333333333333,0.0021660649819494585
15,10,34,2,0.5,0.001444043321299639
15,10,35,1,1.0,0.0007220216606498195
15,10,36,1,0.0,0.0007220216606498195
15,10,37,17,0.4117647058823529,0.01227436823104693
15,10,38,3,0.3333333333333333,0.0021660649819494585
15,10,40,3,0.6666666666666666,0.0021660649819494585
15,10,41,1,1.0,0.0007220216606498195
15,10,42,4,0.5,0.002888086642599278
15,10,46,13,0.23076923076923078,0.009386281588447653
15,10,47,3,0.6666666666666666,0.0021660649819494585
15,10,49,4,0.75,0.002888086642599278
15,10,50,10,0.6,0.007220216606498195
15,10,52,3,0.0,0.0021660649819494585
15,10,53,4,0.5,0.002888086642599278
15,10,54,1,1.0,0.0007220216606498195
15,10,55,5,0.0,0.0036101083032490976
15,10,56,14,0.2857142857142857,0.010108303249097473
15,10,57,3,0.3333333333333333,0.0021660649819494585
15,10,58,3,0.3333333333333333,0.0021660649819494585
15,10,60,1,0.0,0.0007220216606498195
15,10,61,1,0.0,0.0007220216606498195
15,10,62,2,1.0,0.001444043321299639
15,10,63,1,1.0,0.0007220216606498195
15,10,64,36,0.3611111111111111,0.025992779783393503
15,10,69,7,0.0,0.005054151624548736
15,10,70,15,0.4,0.010830324909747292
15,10,71,2,0.5,0.001444043321299639
15,10,72,25,0.24,0.018050541516245487
15,10,73,11,0.2727272727272727,0.007942238267148015
15,10,75,11,0.36363636363636365,0.007942238267148015
15,10,76,6,0.3333333333333333,0.004332129963898917
15,10,77,2,0.5,0.001444043321299639
15,10,78,1,0.0,0.0007220216606498195
15,10,79,8,0.375,0.005776173285198556
15,10,80,5,0.2,0.0036101083032490976
15,10,81,3,0.3333333333333333,0.0021660649819494585
15,10,82,63,0.6666666666666666,0.04548736462093863
15,10,83,2,0.5,0.001444043321299639
15,10,84,2,0.5,0.001444043321299639
15,10,85,10,0.4,0.007220216606498195
15,10,86,3,0.0,0.0021660649819494585
15,10,87,3,0.3333333333333333,0.0021660649819494585
15,10,89,13,0.38461538461538464,0.009386281588447653
15,10,90,8,0.25,0.005776173285198556
15,10,91,1,0.0,0.0007220216606498195
15,10,92,3,0.0,0.0021660649819494585
15,10,93,6,0.8333333333333334,0.004332129963898917
15,10,95,1,0.0,0.0007220216606498195
15,10,96,58,0.3448275862068966,0.04187725631768953
15,10,98,9,0.2222222222222222,0.006498194945848376
15,10,100,6,0.3333333333333333,0.004332129963898917
15,10,101,37,0.5405405405405406,0.026714801444043323
15,10,102,3,0.0,0.0021660649819494585
15,10,103,1,1.0,0.0007220216606498195
15,10,104,3,0.6666666666666666,0.0021660649819494585
15,10,105,29,0.41379310344827586,0.020938628158844765
15,10,106,24,0.625,0.017328519855595668
15,10,107,7,0.2857142857142857,0.005054151624548736
15,10,109,2,0.5,0.001444043321299639
15,10,110,3,0.6666666666666666,0.0021660649819494585
15,10,111,13,0.6153846153846154,0.009386281588447653
15,10,112,11,0.45454545454545453,0.007942238267148015
15,10,113,6,0.3333333333333333,0.004332129963898917
15,10,114,3,0.3333333333333333,0.0021660649819494585
15,10,115,17,0.5294117647058824,0.01227436823104693
15,10,116,12,0.25,0.008664259927797834
15,10,117,1,0.0,0.0007220216606498195
15,10,118,7,0.42857142857142855,0.005054151624548736
15,10,119,2,0.5,0.001444043321299639
15,10,121,2,0.0,0.001444043321299639
15,10,122,12,0.25,0.008664259927797834
15,10,123,5,0.4,0.0036101083032490976
15,10,124,10,0.3,0.007220216606498195
15,10,126,8,0.25,0.005776173285198556
15,10,127,3,0.6666666666666666,0.0021660649819494585
15,10,128,45,0.5333333333333333,0.032490974729241874
15,10,129,16,0.5,0.011552346570397111
15,10,130,2,0.5,0.001444043321299639
15,10,132,13,0.6923076923076923,0.009386281588447653
15,10,134,3,0.0,0.0021660649819494585
15,10,136,107,0.4485981308411215,0.07725631768953069
15,10,137,7,0.2857142857142857,0.005054151624548736
15,10,138,8,0.5,0.005776173285198556
15,10,139,7,0.5714285714285714,0.005054151624548736
15,10,140,8,0.625,0.005776173285198556
15,10,141,6,0.5,0.004332129963898917
