phase,A1_actionId,C_actionId,n_context,B1_playerId,EV,count,train_winrate,usage_rate
late,7,2,3,19,0.6254032393374015,1,1.0,0.3333333333333333
late,7,10,3,19,0.5046382433939322,1,0.0,0.3333333333333333
late,7,13,3,19,0.3061284362521646,1,0.0,0.3333333333333333
late,10,1,12,19,0.6018045403914116,5,0.8,0.4166666666666667
late,10,2,12,19,0.574693466788707,1,0.0,0.08333333333333333
late,10,4,12,19,0.5946089961469337,1,1.0,0.08333333333333333
late,10,6,12,19,0.5580550073978239,1,1.0,0.08333333333333333
late,10,7,12,19,0.5236824093878077,1,0.0,0.08333333333333333
late,10,13,12,19,0.3303059584063614,3,0.0,0.25
late,11,1,23,19,0.6079760706689873,7,0.42857142857142855,0.30434782608695654
late,11,2,23,19,0.5806510460229427,2,1.0,0.08695652173913043
late,11,4,23,19,0.5946662191668272,1,0.0,0.043478260869565216
late,11,5,23,19,0.5711873147889192,1,0.0,0.043478260869565216
late,11,6,23,19,0.5711873147889192,1,1.0,0.043478260869565216
late,11,7,23,19,0.5361830424774999,3,0.3333333333333333,0.13043478260869565
late,11,10,23,19,0.5060134836967286,2,1.0,0.08695652173913043
late,11,11,23,19,0.5115071701318101,2,0.5,0.08695652173913043
late,11,13,23,19,0.2884190594886945,4,0.25,0.17391304347826086
late,13,2,15,19,0.45891685202491417,3,0.3333333333333333,0.2
late,13,6,15,19,0.4286584549755339,2,0.0,0.13333333333333333
late,13,13,15,19,0.20253897718188055,10,0.1,0.6666666666666666
late,14,2,1,19,0.4098704397677411,1,0.0,1.0
late,1,2,7,20,0.5967129935441722,4,0.75,0.5714285714285714
late,1,5,7,20,0.5765361703466824,2,0.5,0.2857142857142857
late,1,13,7,20,0.2951632070170894,1,0.0,0.14285714285714285
late,2,2,6,20,0.5470115786324837,4,0.75,0.6666666666666666
late,2,13,6,20,0.27479312843058856,2,0.5,0.3333333333333333
late,5,2,4,20,0.5874639584788541,1,1.0,0.25
late,5,5,4,20,0.5411026527286764,1,1.0,0.25
late,5,13,4,20,0.26795176656926506,2,0.0,0.5
late,7,5,3,20,0.686167246768863,2,1.0,0.6666666666666666
late,7,13,3,20,0.44189194267172516,1,0.0,0.3333333333333333
late,10,1,4,20,0.6925650124506051,1,1.0,0.25
late,10,2,4,20,0.6719026848013884,3,0.3333333333333333,0.75
late,11,1,3,20,0.7023028954174193,2,1.0,0.6666666666666666
late,11,11,3,20,0.623333806225999,1,1.0,0.3333333333333333
late,12,2,1,20,0.5138137217700368,1,0.0,1.0
late,13,2,1,20,0.5139208661161886,1,0.0,1.0
late,1,1,118,21,0.5399035345406192,51,0.5882352941176471,0.4322033898305085
late,1,2,118,21,0.5168645503640538,7,0.5714285714285714,0.059322033898305086
late,1,3,118,21,0.5350625549258081,6,0.8333333333333334,0.05084745762711865
late,1,5,118,21,0.4977086047391028,14,0.5,0.11864406779661017
late,1,6,118,21,0.4972638004405879,12,0.4166666666666667,0.1016949152542373
late,1,8,118,21,0.3978925686182274,1,0.0,0.00847457627118644
late,1,10,118,21,0.43287178560186784,3,0.0,0.025423728813559324
late,1,13,118,21,0.2545108759666414,21,0.2857142857142857,0.17796610169491525
late,1,14,118,21,0.2247830702386864,3,0.0,0.025423728813559324
late,2,1,24,21,0.5006749129895384,8,0.5,0.3333333333333333
