A1_actionId,C_actionId,B1_actionId,phase,n_context,p_b_given_a_context_mean,p_b_given_a_context_std,p_win_given_abc_mean,p_win_given_abc_std,p_win_given_abc_min,p_win_given_abc_max
0,1,1,receive,1,0.20918110312193147,0.0,0.37158632278442383,0.0,0.37158632278442383,0.37158632278442383
0,1,2,receive,1,0.08152004123639481,0.0,0.4360384941101074,0.0,0.4360384941101074,0.4360384941101074
0,1,3,receive,1,0.04325863078371068,0.0,0.4602349102497101,0.0,0.4602349102497101,0.4602349102497101
0,1,4,receive,1,0.04362771191347933,0.0,0.504406750202179,0.0,0.504406750202179,0.504406750202179
0,1,5,receive,1,0.062409840517262116,0.0,0.4861685037612915,0.0,0.4861685037612915,0.4861685037612915
0,1,6,receive,1,0.0879174474857182,0.0,0.4380382299423218,0.0,0.4380382299423218,0.4380382299423218
0,1,7,receive,1,0.047359532225584644,0.0,0.45177510380744934,0.0,0.45177510380744934,0.45177510380744934
0,1,8,receive,1,0.035877008188337535,0.0,0.5597293376922607,0.0,0.5597293376922607,0.5597293376922607
0,1,9,receive,1,0.035671963116243835,0.0,0.398639440536499,0.0,0.398639440536499,0.398639440536499
0,1,10,receive,1,0.1082579186374131,0.0,0.5201520323753357,0.0,0.5201520323753357,0.5201520323753357
0,1,11,receive,1,0.08869209612270523,0.0,0.5526880025863647,0.0,0.5526880025863647,0.5526880025863647
0,1,12,receive,1,0.04912291984559045,0.0,0.5649593472480774,0.0,0.5649593472480774,0.5649593472480774
0,1,13,receive,1,0.07389236455450923,0.0,0.7061949372291565,0.0,0.7061949372291565,0.7061949372291565
0,1,14,receive,1,0.03321142225111945,0.0,0.725574254989624,0.0,0.725574254989624,0.725574254989624
0,2,1,receive,1,0.20918110312193147,0.0,0.2605637311935425,0.0,0.2605637311935425,0.2605637311935425
0,2,2,receive,1,0.08152004123639481,0.0,0.34302595257759094,0.0,0.34302595257759094,0.34302595257759094
0,2,3,receive,1,0.04325863078371068,0.0,0.359694242477417,0.0,0.359694242477417,0.359694242477417
0,2,4,receive,1,0.04362771191347933,0.0,0.4029639959335327,0.0,0.4029639959335327,0.4029639959335327
0,2,5,receive,1,0.062409840517262116,0.0,0.39607661962509155,0.0,0.39607661962509155,0.39607661962509155
0,2,6,receive,1,0.0879174474857182,0.0,0.35232341289520264,0.0,0.35232341289520264,0.35232341289520264
0,2,7,receive,1,0.047359532225584644,0.0,0.3669023811817169,0.0,0.3669023811817169,0.3669023811817169
0,2,8,receive,1,0.035877008188337535,0.0,0.4758913815021515,0.0,0.4758913815021515,0.4758913815021515
0,2,9,receive,1,0.035671963116243835,0.0,0.3042190670967102,0.0,0.3042190670967102,0.3042190670967102
0,2,10,receive,1,0.1082579186374131,0.0,0.441093385219574,0.0,0.441093385219574,0.441093385219574
0,2,11,receive,1,0.08869209612270523,0.0,0.4638254940509796,0.0,0.4638254940509796,0.4638254940509796
0,2,12,receive,1,0.04912291984559045,0.0,0.4762243330478668,0.0,0.4762243330478668,0.4762243330478668
0,2,13,receive,1,0.07389236455450923,0.0,0.6354196667671204,0.0,0.6354196667671204,0.6354196667671204
0,2,14,receive,1,0.03321142225111945,0.0,0.6513622999191284,0.0,0.6513622999191284,0.6513622999191284
0,3,1,receive,1,0.20918110312193147,0.0,0.3091975450515747,0.0,0.3091975450515747,0.3091975450515747
0,3,2,receive,1,0.08152004123639481,0.0,0.38149669766426086,0.0,0.38149669766426086,0.38149669766426086
0,3,3,receive,1,0.04325863078371068,0.0,0.40079012513160706,0.0,0.40079012513160706,0.40079012513160706
0,3,4,receive,1,0.04362771191347933,0.0,0.4455728828907013,0.0,0.4455728828907013,0.4455728828907013
0,3,5,receive,1,0.062409840517262116,0.0,0.44177085161209106,0.0,0.44177085161209106,0.44177085161209106
0,3,6,receive,1,0.0879174474857182,0.0,0.4045830965042114,0.0,0.4045830965042114,0.4045830965042114
0,3,7,receive,1,0.047359532225584644,0.0,0.41992247104644775,0.0,0.41992247104644775,0.41992247104644775
0,3,8,receive,1,0.035877008188337535,0.0,0.534729540348053,0.0,0.534729540348053,0.534729540348053
0,3,9,receive,1,0.035671963116243835,0.0,0.34783467650413513,0.0,0.34783467650413513,0.34783467650413513
0,3,10,receive,1,0.1082579186374131,0.0,0.48685306310653687,0.0,0.48685306310653687,0.48685306310653687
0,3,11,receive,1,0.08869209612270523,0.0,0.5085974335670471,0.0,0.5085974335670471,0.5085974335670471
0,3,12,receive,1,0.04912291984559045,0.0,0.5193155407905579,0.0,0.5193155407905579,0.5193155407905579
0,3,13,receive,1,0.07389236455450923,0.0,0.6662737727165222,0.0,0.6662737727165222,0.6662737727165222
0,3,14,receive,1,0.03321142225111945,0.0,0.6674141883850098,0.0,0.6674141883850098,0.6674141883850098
0,4,1,receive,1,0.20918110312193147,0.0,0.30235305428504944,0.0,0.30235305428504944,0.30235305428504944
0,4,2,receive,1,0.08152004123639481,0.0,0.37285315990448,0.0,0.37285315990448,0.37285315990448
0,4,3,receive,1,0.04325863078371068,0.0,0.39506715536117554,0.0,0.39506715536117554,0.39506715536117554
0,4,4,receive,1,0.04362771191347933,0.0,0.4383513927459717,0.0,0.4383513927459717,0.4383513927459717
0,4,5,receive,1,0.062409840517262116,0.0,0.4561541974544525,0.0,0.4561541974544525,0.4561541974544525
0,4,6,receive,1,0.0879174474857182,0.0,0.4209061861038208,0.0,0.4209061861038208,0.4209061861038208
0,4,7,receive,1,0.047359532225584644,0.0,0.4364246129989624,0.0,0.4364246129989624,0.4364246129989624
0,4,8,receive,1,0.035877008188337535,0.0,0.5503303408622742,0.0,0.5503303408622742,0.5503303408622742
0,4,9,receive,1,0.035671963116243835,0.0,0.36222800612449646,0.0,0.36222800612449646,0.36222800612449646
0,4,10,receive,1,0.1082579186374131,0.0,0.502565860748291,0.0,0.502565860748291,0.502565860748291
0,4,11,receive,1,0.08869209612270523,0.0,0.48038700222969055,0.0,0.48038700222969055,0.48038700222969055
0,4,12,receive,1,0.04912291984559045,0.0,0.49562132358551025,0.0,0.49562132358551025,0.49562132358551025
0,4,13,receive,1,0.07389236455450923,0.0,0.6374855041503906,0.0,0.6374855041503906,0.6374855041503906
0,4,14,receive,1,0.03321142225111945,0.0,0.6421399712562561,0.0,0.6421399712562561,0.6421399712562561
0,5,1,receive,1,0.20918110312193147,0.0,0.28867578506469727,0.0,0.28867578506469727,0.28867578506469727
0,5,2,receive,1,0.08152004123639481,0.0,0.3568461537361145,0.0,0.3568461537361145,0.3568461537361145
0,5,3,receive,1,0.04325863078371068,0.0,0.3844573199748993,0.0,0.3844573199748993,0.3844573199748993
0,5,4,receive,1,0.04362771191347933,0.0,0.4238964915275574,0.0,0.4238964915275574,0.4238964915275574
0,5,5,receive,1,0.062409840517262116,0.0,0.4498959183692932,0.0,0.4498959183692932,0.4498959183692932
0,5,6,receive,1,0.0879174474857182,0.0,0.41476261615753174,0.0,0.41476261615753174,0.41476261615753174
0,5,7,receive,1,0.047359532225584644,0.0,0.43022283911705017,0.0,0.43022283911705017,0.43022283911705017
0,5,8,receive,1,0.035877008188337535,0.0,0.5440725088119507,0.0,0.5440725088119507,0.5440725088119507
0,5,9,receive,1,0.035671963116243835,0.0,0.3564138412475586,0.0,0.3564138412475586,0.3564138412475586
0,5,10,receive,1,0.1082579186374131,0.0,0.48681673407554626,0.0,0.48681673407554626,0.48681673407554626
0,5,11,receive,1,0.08869209612270523,0.0,0.48201125860214233,0.0,0.48201125860214233,0.48201125860214233
0,5,12,receive,1,0.04912291984559045,0.0,0.4972477853298187,0.0,0.4972477853298187,0.4972477853298187
0,5,13,receive,1,0.07389236455450923,0.0,0.6372266411781311,0.0,0.6372266411781311,0.6372266411781311
0,5,14,receive,1,0.03321142225111945,0.0,0.641882598400116,0.0,0.641882598400116,0.641882598400116
0,6,1,receive,1,0.20918110312193147,0.0,0.2570418119430542,0.0,0.2570418119430542,0.2570418119430542
0,6,2,receive,1,0.08152004123639481,0.0,0.34088119864463806,0.0,0.34088119864463806,0.34088119864463806
0,6,3,receive,1,0.04325863078371068,0.0,0.3679638206958771,0.0,0.3679638206958771,0.3679638206958771
0,6,4,receive,1,0.04362771191347933,0.0,0.4068293571472168,0.0,0.4068293571472168,0.4068293571472168
0,6,5,receive,1,0.062409840517262116,0.0,0.4317302107810974,0.0,0.4317302107810974,0.4317302107810974
0,6,6,receive,1,0.0879174474857182,0.0,0.3969917893409729,0.0,0.3969917893409729,0.3969917893409729
0,6,7,receive,1,0.047359532225584644,0.0,0.416142076253891,0.0,0.416142076253891,0.416142076253891
0,6,8,receive,1,0.035877008188337535,0.0,0.5520544052124023,0.0,0.5520544052124023,0.5520544052124023
0,6,9,receive,1,0.035671963116243835,0.0,0.33973291516304016,0.0,0.33973291516304016,0.33973291516304016
0,6,10,receive,1,0.1082579186374131,0.0,0.468303382396698,0.0,0.468303382396698,0.468303382396698
0,6,11,receive,1,0.08869209612270523,0.0,0.4651888906955719,0.0,0.4651888906955719,0.4651888906955719
0,6,12,receive,1,0.04912291984559045,0.0,0.46926748752593994,0.0,0.46926748752593994,0.46926748752593994
0,6,13,receive,1,0.07389236455450923,0.0,0.5873249173164368,0.0,0.5873249173164368,0.5873249173164368
0,6,14,receive,1,0.03321142225111945,0.0,0.5922113656997681,0.0,0.5922113656997681,0.5922113656997681
0,7,1,receive,1,0.20918110312193147,0.0,0.2479335367679596,0.0,0.2479335367679596,0.2479335367679596
0,7,2,receive,1,0.08152004123639481,0.0,0.31481924653053284,0.0,0.31481924653053284,0.31481924653053284
0,7,3,receive,1,0.04325863078371068,0.0,0.3237753212451935,0.0,0.3237753212451935,0.3237753212451935
0,7,4,receive,1,0.04362771191347933,0.0,0.3695092499256134,0.0,0.3695092499256134,0.3695092499256134
0,7,5,receive,1,0.062409840517262116,0.0,0.3771772086620331,0.0,0.3771772086620331,0.3771772086620331
0,7,6,receive,1,0.0879174474857182,0.0,0.33746880292892456,0.0,0.33746880292892456,0.33746880292892456
0,7,7,receive,1,0.047359532225584644,0.0,0.35544028878211975,0.0,0.35544028878211975,0.35544028878211975
0,7,8,receive,1,0.035877008188337535,0.0,0.48581239581108093,0.0,0.48581239581108093,0.48581239581108093
0,7,9,receive,1,0.035671963116243835,0.0,0.28335005044937134,0.0,0.28335005044937134,0.28335005044937134
0,7,10,receive,1,0.1082579186374131,0.0,0.4079515337944031,0.0,0.4079515337944031,0.4079515337944031
0,7,11,receive,1,0.08869209612270523,0.0,0.40493276715278625,0.0,0.40493276715278625,0.40493276715278625
0,7,12,receive,1,0.04912291984559045,0.0,0.40888699889183044,0.0,0.40888699889183044,0.40888699889183044
0,7,13,receive,1,0.07389236455450923,0.0,0.5244487524032593,0.0,0.5244487524032593,0.5244487524032593
0,7,14,receive,1,0.03321142225111945,0.0,0.49854856729507446,0.0,0.49854856729507446,0.49854856729507446
0,8,1,receive,1,0.20918110312193147,0.0,0.21439744532108307,0.0,0.21439744532108307,0.21439744532108307
0,8,2,receive,1,0.08152004123639481,0.0,0.2652147114276886,0.0,0.2652147114276886,0.2652147114276886
0,8,3,receive,1,0.04325863078371068,0.0,0.2774945795536041,0.0,0.2774945795536041,0.2774945795536041
0,8,4,receive,1,0.04362771191347933,0.0,0.31895408034324646,0.0,0.31895408034324646,0.31895408034324646
0,8,5,receive,1,0.062409840517262116,0.0,0.32149139046669006,0.0,0.32149139046669006,0.32149139046669006
0,8,6,receive,1,0.0879174474857182,0.0,0.2794802188873291,0.0,0.2794802188873291,0.2794802188873291
0,8,7,receive,1,0.047359532225584644,0.0,0.295742005109787,0.0,0.295742005109787,0.295742005109787
0,8,8,receive,1,0.035877008188337535,0.0,0.41650262475013733,0.0,0.41650262475013733,0.41650262475013733
0,8,9,receive,1,0.035671963116243835,0.0,0.2301194816827774,0.0,0.2301194816827774,0.2301194816827774
0,8,10,receive,1,0.1082579186374131,0.0,0.40655285120010376,0.0,0.40655285120010376,0.40655285120010376
0,8,11,receive,1,0.08869209612270523,0.0,0.42854806780815125,0.0,0.42854806780815125,0.42854806780815125
0,8,12,receive,1,0.04912291984559045,0.0,0.4020066261291504,0.0,0.4020066261291504,0.4020066261291504
0,8,13,receive,1,0.07389236455450923,0.0,0.484414666891098,0.0,0.484414666891098,0.484414666891098
0,8,14,receive,1,0.03321142225111945,0.0,0.44843170046806335,0.0,0.44843170046806335,0.44843170046806335
0,9,1,receive,1,0.20918110312193147,0.0,0.21872574090957642,0.0,0.21872574090957642,0.21872574090957642
0,9,2,receive,1,0.08152004123639481,0.0,0.26870131492614746,0.0,0.26870131492614746,0.26870131492614746
0,9,3,receive,1,0.04325863078371068,0.0,0.2763175964355469,0.0,0.2763175964355469,0.2763175964355469
0,9,4,receive,1,0.04362771191347933,0.0,0.3193884789943695,0.0,0.3193884789943695,0.3193884789943695
0,9,5,receive,1,0.062409840517262116,0.0,0.32192760705947876,0.0,0.32192760705947876,0.32192760705947876
0,9,6,receive,1,0.0879174474857182,0.0,0.2917434275150299,0.0,0.2917434275150299,0.2917434275150299
0,9,7,receive,1,0.047359532225584644,0.0,0.3043568730354309,0.0,0.3043568730354309,0.3043568730354309
0,9,8,receive,1,0.035877008188337535,0.0,0.42650488018989563,0.0,0.42650488018989563,0.42650488018989563
0,9,9,receive,1,0.035671963116243835,0.0,0.23746752738952637,0.0,0.23746752738952637,0.23746752738952637
0,9,10,receive,1,0.1082579186374131,0.0,0.3681259751319885,0.0,0.3681259751319885,0.3681259751319885
0,9,11,receive,1,0.08869209612270523,0.0,0.3813527822494507,0.0,0.3813527822494507,0.3813527822494507
0,9,12,receive,1,0.04912291984559045,0.0,0.37648510932922363,0.0,0.37648510932922363,0.37648510932922363
0,9,13,receive,1,0.07389236455450923,0.0,0.4616621434688568,0.0,0.4616621434688568,0.4616621434688568
0,9,14,receive,1,0.03321142225111945,0.0,0.4252123236656189,0.0,0.4252123236656189,0.4252123236656189
0,10,1,receive,1,0.20918110312193147,0.0,0.21310661733150482,0.0,0.21310661733150482,0.21310661733150482
0,10,2,receive,1,0.08152004123639481,0.0,0.2587486505508423,0.0,0.2587486505508423,0.2587486505508423
0,10,3,receive,1,0.04325863078371068,0.0,0.256596177816391,0.0,0.256596177816391,0.256596177816391
0,10,4,receive,1,0.04362771191347933,0.0,0.2960963547229767,0.0,0.2960963547229767,0.2960963547229767
0,10,5,receive,1,0.062409840517262116,0.0,0.29281455278396606,0.0,0.29281455278396606,0.29281455278396606
0,10,6,receive,1,0.0879174474857182,0.0,0.2526518404483795,0.0,0.2526518404483795,0.2526518404483795
0,10,7,receive,1,0.047359532225584644,0.0,0.2669162452220917,0.0,0.2669162452220917,0.2669162452220917
0,10,8,receive,1,0.035877008188337535,0.0,0.3803512454032898,0.0,0.3803512454032898,0.3803512454032898
0,10,9,receive,1,0.035671963116243835,0.0,0.20447655022144318,0.0,0.20447655022144318,0.20447655022144318
0,10,10,receive,1,0.1082579186374131,0.0,0.3637470304965973,0.0,0.3637470304965973,0.3637470304965973
0,10,11,receive,1,0.08869209612270523,0.0,0.3763073682785034,0.0,0.3763073682785034,0.3763073682785034
0,10,12,receive,1,0.04912291984559045,0.0,0.3729514181613922,0.0,0.3729514181613922,0.3729514181613922
0,10,13,receive,1,0.07389236455450923,0.0,0.4761175215244293,0.0,0.4761175215244293,0.4761175215244293
0,10,14,receive,1,0.03321142225111945,0.0,0.43945807218551636,0.0,0.43945807218551636,0.43945807218551636
0,11,1,receive,1,0.20918110312193147,0.0,0.2689052224159241,0.0,0.2689052224159241,0.2689052224159241
0,11,2,receive,1,0.08152004123639481,0.0,0.32354864478111267,0.0,0.32354864478111267,0.32354864478111267
0,11,3,receive,1,0.04325863078371068,0.0,0.33629968762397766,0.0,0.33629968762397766,0.33629968762397766
0,11,4,receive,1,0.04362771191347933,0.0,0.3783760666847229,0.0,0.3783760666847229,0.3783760666847229
0,11,5,receive,1,0.062409840517262116,0.0,0.37433770298957825,0.0,0.37433770298957825,0.37433770298957825
0,11,6,receive,1,0.0879174474857182,0.0,0.3333355486392975,0.0,0.3333355486392975,0.3333355486392975
0,11,7,receive,1,0.047359532225584644,0.0,0.362734317779541,0.0,0.362734317779541,0.362734317779541
0,11,8,receive,1,0.035877008188337535,0.0,0.512626588344574,0.0,0.512626588344574,0.512626588344574
0,11,9,receive,1,0.035671963116243835,0.0,0.3127373456954956,0.0,0.3127373456954956,0.3127373456954956
0,11,10,receive,1,0.1082579186374131,0.0,0.4424910545349121,0.0,0.4424910545349121,0.4424910545349121
0,11,11,receive,1,0.08869209612270523,0.0,0.4379463195800781,0.0,0.4379463195800781,0.4379463195800781
0,11,12,receive,1,0.04912291984559045,0.0,0.43866249918937683,0.0,0.43866249918937683,0.43866249918937683
0,11,13,receive,1,0.07389236455450923,0.0,0.5312100648880005,0.0,0.5312100648880005,0.5312100648880005
0,11,14,receive,1,0.03321142225111945,0.0,0.49431124329566956,0.0,0.49431124329566956,0.49431124329566956
0,12,1,receive,1,0.20918110312193147,0.0,0.27415525913238525,0.0,0.27415525913238525,0.27415525913238525
0,12,2,receive,1,0.08152004123639481,0.0,0.3304433524608612,0.0,0.3304433524608612,0.3304433524608612
0,12,3,receive,1,0.04325863078371068,0.0,0.34332820773124695,0.0,0.34332820773124695,0.34332820773124695
0,12,4,receive,1,0.04362771191347933,0.0,0.38577279448509216,0.0,0.38577279448509216,0.38577279448509216
0,12,5,receive,1,0.062409840517262116,0.0,0.3852606415748596,0.0,0.3852606415748596,0.3852606415748596
0,12,6,receive,1,0.0879174474857182,0.0,0.344769686460495,0.0,0.344769686460495,0.344769686460495
0,12,7,receive,1,0.047359532225584644,0.0,0.3818139433860779,0.0,0.3818139433860779,0.3818139433860779
0,12,8,receive,1,0.035877008188337535,0.0,0.534513533115387,0.0,0.534513533115387,0.534513533115387
0,12,9,receive,1,0.035671963116243835,0.0,0.3339122533798218,0.0,0.3339122533798218,0.3339122533798218
0,12,10,receive,1,0.1082579186374131,0.0,0.5064402222633362,0.0,0.5064402222633362,0.5064402222633362
0,12,11,receive,1,0.08869209612270523,0.0,0.5210885405540466,0.0,0.5210885405540466,0.5210885405540466
0,12,12,receive,1,0.04912291984559045,0.0,0.506537139415741,0.0,0.506537139415741,0.506537139415741
0,12,13,receive,1,0.07389236455450923,0.0,0.5868528485298157,0.0,0.5868528485298157,0.5868528485298157
0,12,14,receive,1,0.03321142225111945,0.0,0.5421945452690125,0.0,0.5421945452690125,0.5421945452690125
0,13,1,receive,1,0.20918110312193147,0.0,0.20672500133514404,0.0,0.20672500133514404,0.20672500133514404
0,13,2,receive,1,0.08152004123639481,0.0,0.24960586428642273,0.0,0.24960586428642273,0.24960586428642273
0,13,3,receive,1,0.04325863078371068,0.0,0.2564094662666321,0.0,0.2564094662666321,0.2564094662666321
0,13,4,receive,1,0.04362771191347933,0.0,0.2853623330593109,0.0,0.2853623330593109,0.2853623330593109
0,13,5,receive,1,0.062409840517262116,0.0,0.2639404833316803,0.0,0.2639404833316803,0.2639404833316803
0,13,6,receive,1,0.0879174474857182,0.0,0.23140063881874084,0.0,0.23140063881874084,0.23140063881874084
0,13,7,receive,1,0.047359532225584644,0.0,0.2769971489906311,0.0,0.2769971489906311,0.2769971489906311
0,13,8,receive,1,0.035877008188337535,0.0,0.5240107774734497,0.0,0.5240107774734497,0.5240107774734497
0,13,9,receive,1,0.035671963116243835,0.0,0.3355660140514374,0.0,0.3355660140514374,0.3355660140514374
0,13,10,receive,1,0.1082579186374131,0.0,0.3782706558704376,0.0,0.3782706558704376,0.3782706558704376
0,13,11,receive,1,0.08869209612270523,0.0,0.39215728640556335,0.0,0.39215728640556335,0.39215728640556335
0,13,12,receive,1,0.04912291984559045,0.0,0.3873528838157654,0.0,0.3873528838157654,0.3873528838157654
0,13,13,receive,1,0.07389236455450923,0.0,0.481091171503067,0.0,0.481091171503067,0.481091171503067
0,13,14,receive,1,0.03321142225111945,0.0,0.43436121940612793,0.0,0.43436121940612793,0.43436121940612793
0,14,1,receive,1,0.20918110312193147,0.0,0.20713457465171814,0.0,0.20713457465171814,0.20713457465171814
0,14,2,receive,1,0.08152004123639481,0.0,0.26609674096107483,0.0,0.26609674096107483,0.26609674096107483
0,14,3,receive,1,0.04325863078371068,0.0,0.26775676012039185,0.0,0.26775676012039185,0.26775676012039185
0,14,4,receive,1,0.04362771191347933,0.0,0.2443033754825592,0.0,0.2443033754825592,0.2443033754825592
0,14,5,receive,1,0.062409840517262116,0.0,0.18589957058429718,0.0,0.18589957058429718,0.18589957058429718
0,14,6,receive,1,0.0879174474857182,0.0,0.1515115350484848,0.0,0.1515115350484848,0.1515115350484848
0,14,7,receive,1,0.047359532225584644,0.0,0.18370430171489716,0.0,0.18370430171489716,0.18370430171489716
0,14,8,receive,1,0.035877008188337535,0.0,0.3811347484588623,0.0,0.3811347484588623,0.3811347484588623
0,14,9,receive,1,0.035671963116243835,0.0,0.2174389362335205,0.0,0.2174389362335205,0.2174389362335205
0,14,10,receive,1,0.1082579186374131,0.0,0.20500890910625458,0.0,0.20500890910625458,0.20500890910625458
0,14,11,receive,1,0.08869209612270523,0.0,0.20970825850963593,0.0,0.20970825850963593,0.20970825850963593
0,14,12,receive,1,0.04912291984559045,0.0,0.20560571551322937,0.0,0.20560571551322937,0.20560571551322937
0,14,13,receive,1,0.07389236455450923,0.0,0.2467004656791687,0.0,0.2467004656791687,0.2467004656791687
0,14,14,receive,1,0.03321142225111945,0.0,0.23178371787071228,0.0,0.23178371787071228,0.23178371787071228
1,1,1,receive,1360,0.09539378994832859,0.01105677684439783,0.5236654802020091,0.09533339772889932,0.001227423781529069,0.6650965809822083
1,1,2,receive,1360,0.22829211261502735,0.03711081864164137,0.5110460821397068,0.09572944160470868,0.001234356313943863,0.6963878273963928
1,1,3,receive,1360,0.011677673196936772,0.0034636355604739373,0.4670151304945809,0.08376840000007947,0.0012071519158780575,0.6702536940574646
1,1,4,receive,1360,0.00348063634579353,0.0017477151848408242,0.5390738831530839,0.09988040676640736,0.0013969442807137966,0.7298596501350403
1,1,5,receive,1360,0.11336623703175139,0.011552917590101684,0.5306581991325776,0.1019365126244517,0.0012971361866220832,0.7287281155586243
1,1,6,receive,1360,0.2204873409723009,0.03999684561335457,0.5008507327428293,0.10097286433363283,0.0010942077497020364,0.7054743766784668
1,1,7,receive,1360,0.00436601866659481,0.0017323297178725985,0.5120419608788592,0.10088364043662044,0.0012919779401272535,0.7155934572219849
1,1,8,receive,1360,0.003827069085121688,0.001737722318952555,0.5983737017793294,0.11215312060508616,0.0016494288574904203,0.7812262773513794
1,1,9,receive,1360,0.007172421965037818,0.002675588426156827,0.48462829091355053,0.09590864539673728,0.0010830283863469958,0.6902658939361572
1,1,10,receive,1360,0.01606713503974646,0.0025272002657427905,0.5431832349383244,0.10286379048096088,0.0013378768926486373,0.739294171333313
1,1,11,receive,1360,0.007067285296725331,0.0019630133875265642,0.5223342835029197,0.10055152219111718,0.001282047713175416,0.7217446565628052
1,1,12,receive,1360,0.0600724072467746,0.010937520397834157,0.5119180573966279,0.10004749187479672,0.0012229494750499725,0.7266234755516052
1,1,13,receive,1360,0.22546113937115533,0.01717589629492044,0.5629734807280543,0.10669143068299045,0.0014098241226747632,0.7487863302230835
1,1,14,receive,1360,0.003268733218705504,0.0020496911271727907,0.5851846586854663,0.1166606592099308,0.0013969775754958391,0.7803301811218262
1,2,1,receive,1360,0.09539378994832859,0.01105677684439783,0.43237512273772155,0.07693647778704606,0.001166608533822,0.6079944372177124
1,2,2,receive,1360,0.22829211261502735,0.03711081864164137,0.4518854270720861,0.08291598170187595,0.0012299423106014729,0.6240620613098145
1,2,3,receive,1360,0.011677673196936772,0.0034636355604739373,0.4083413726874449,0.0738828940664828,0.001122170127928257,0.5990657210350037
1,2,4,receive,1360,0.00348063634579353,0.0017477151848408242,0.4717306930711322,0.08733557825530797,0.001254613627679646,0.657129168510437
1,2,5,receive,1360,0.11336623703175139,0.011552917590101684,0.4828570728808272,0.09214481497622813,0.001226515625603497,0.6779974102973938
1,2,6,receive,1360,0.2204873409723009,0.03999684561335457,0.4549492035825525,0.09224895911807192,0.0010280306451022625,0.655519962310791
1,2,7,receive,1360,0.00436601866659481,0.0017323297178725985,0.4684070011937258,0.0919721606558375,0.0011633819667622447,0.6680348515510559
1,2,8,receive,1360,0.003827069085121688,0.001737722318952555,0.5654158064861857,0.10537486566405474,0.0015441402792930603,0.7449893951416016
1,2,9,receive,1360,0.007172421965037818,0.002675588426156827,0.4201274652407258,0.08455662745127678,0.0008354416349902749,0.618425726890564
1,2,10,receive,1360,0.01606713503974646,0.0025272002657427905,0.5169578310101368,0.0957344212780816,0.001317042508162558,0.7042570114135742
1,2,11,receive,1360,0.007067285296725331,0.0019630133875265642,0.49398761037009536,0.09284170176999251,0.0012689027935266495,0.6834851503372192
1,2,12,receive,1360,0.0600724072467746,0.010937520397834157,0.48352366930390844,0.09223257035734589,0.0012723312247544527,0.6887454986572266
1,2,13,receive,1360,0.22546113937115533,0.01717589629492044,0.5574459944100989,0.10178824842146454,0.0016045788070186973,0.7276872992515564
1,2,14,receive,1360,0.003268733218705504,0.0020496911271727907,0.6165446113176157,0.11396952612777578,0.0016260024858638644,0.7986347079277039
